sample_id,track_c_status,same_plan_success,replan_R3_success,same_plan_execution_status,replan_R3_execution_status,attribution,case_dir
CommenSence/select_billiards_common_sense/example16,C1_qwen_guided_condition_failure,False,False,completed,completed,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_billiards_common_sense\example16
CommenSence/select_billiards_common_sense/example18,C1_qwen_guided_condition_failure,False,True,completed,completed,A3_or_A4_replan_recovered,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_billiards_common_sense\example18
CommenSence/select_billiards_common_sense/example19,C1_qwen_guided_condition_failure,False,True,completed,completed,A3_or_A4_replan_recovered,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_billiards_common_sense\example19
CommenSence/select_billiards_common_sense/example21,C1_qwen_guided_condition_failure,False,False,completed,not_run_conversion_failed,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_billiards_common_sense\example21
CommenSence/select_billiards_common_sense/example23,C1_qwen_guided_condition_failure,False,False,completed,completed,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_billiards_common_sense\example23
CommenSence/select_billiards_common_sense/example24,C2_qwen_conversion_failure,False,False,not_run_conversion_failed,not_run_conversion_failed,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_billiards_common_sense\example24
CommenSence/select_billiards_common_sense/example28,C2_qwen_conversion_failure,False,False,not_run_conversion_failed,not_run_conversion_failed,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_billiards_common_sense\example28
CommenSence/select_billiards_common_sense/example30,C1_qwen_guided_condition_failure,False,True,completed,completed,A3_or_A4_replan_recovered,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_billiards_common_sense\example30
CommenSence/select_billiards_common_sense/example32,C1_qwen_guided_condition_failure,False,False,completed,completed,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_billiards_common_sense\example32
CommenSence/select_billiards_common_sense/example34,C1_qwen_guided_condition_failure,False,False,completed,not_run_conversion_failed,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_billiards_common_sense\example34
CommenSence/select_billiards_common_sense/example35,C1_qwen_guided_condition_failure,False,True,completed,completed,A3_or_A4_replan_recovered,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_billiards_common_sense\example35
CommenSence/select_billiards_common_sense/example37,C1_qwen_guided_condition_failure,False,True,completed,completed,A3_or_A4_replan_recovered,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_billiards_common_sense\example37
CommenSence/select_billiards_common_sense/example38,C1_qwen_guided_condition_failure,False,False,completed,not_run_conversion_failed,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_billiards_common_sense\example38
CommenSence/select_billiards_common_sense/example39,C1_qwen_guided_condition_failure,False,True,completed,completed,A3_or_A4_replan_recovered,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_billiards_common_sense\example39
CommenSence/select_billiards_common_sense/example40,C2_qwen_conversion_failure,False,False,not_run_conversion_failed,not_run_conversion_failed,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_billiards_common_sense\example40
CommenSence/select_billiards_common_sense/example41,C1_qwen_guided_condition_failure,False,False,completed,not_run_conversion_failed,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_billiards_common_sense\example41
CommenSence/select_billiards_common_sense/example44,C2_qwen_conversion_failure,False,False,not_run_conversion_failed,not_run_conversion_failed,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_billiards_common_sense\example44
CommenSence/select_billiards_common_sense/example45,C1_qwen_guided_condition_failure,False,True,completed,completed,A3_or_A4_replan_recovered,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_billiards_common_sense\example45
CommenSence/select_billiards_common_sense/example46,C1_qwen_guided_condition_failure,False,True,completed,completed,A3_or_A4_replan_recovered,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_billiards_common_sense\example46
CommenSence/select_billiards_common_sense/example47,C1_qwen_guided_condition_failure,False,False,completed,not_run_conversion_failed,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_billiards_common_sense\example47
CommenSence/select_billiards_common_sense/example49,C1_qwen_guided_condition_failure,False,False,completed,not_run_conversion_failed,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_billiards_common_sense\example49
CommenSence/select_billiards_common_sense/example50,C1_qwen_guided_condition_failure,False,True,completed,completed,A3_or_A4_replan_recovered,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_billiards_common_sense\example50
CommenSence/select_billiards_common_sense/example51,C1_qwen_guided_condition_failure,False,True,completed,completed,A3_or_A4_replan_recovered,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_billiards_common_sense\example51
CommenSence/select_billiards_common_sense/example53,C1_qwen_guided_condition_failure,False,False,completed,not_run_conversion_failed,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_billiards_common_sense\example53
CommenSence/select_billiards_common_sense/example54,C1_qwen_guided_condition_failure,False,True,completed,completed,A3_or_A4_replan_recovered,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_billiards_common_sense\example54
CommenSence/select_billiards_common_sense/example55,C1_qwen_guided_condition_failure,False,True,completed,completed,A3_or_A4_replan_recovered,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_billiards_common_sense\example55
CommenSence/select_billiards_common_sense/example57,C2_qwen_conversion_failure,False,False,not_run_conversion_failed,not_run_conversion_failed,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_billiards_common_sense\example57
CommenSence/select_billiards_common_sense/example58,C1_qwen_guided_condition_failure,False,True,completed,completed,A3_or_A4_replan_recovered,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_billiards_common_sense\example58
CommenSence/select_billiards_common_sense/example59,C2_qwen_conversion_failure,False,False,not_run_conversion_failed,not_run_conversion_failed,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_billiards_common_sense\example59
CommenSence/select_billiards_common_sense/example60,C2_qwen_conversion_failure,False,False,not_run_conversion_failed,not_run_conversion_failed,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_billiards_common_sense\example60
CommenSence/select_billiards_common_sense/example61,C1_qwen_guided_condition_failure,False,True,completed,completed,A3_or_A4_replan_recovered,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_billiards_common_sense\example61
CommenSence/select_billiards_common_sense/example62,C1_qwen_guided_condition_failure,False,True,completed,completed,A3_or_A4_replan_recovered,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_billiards_common_sense\example62
CommenSence/select_billiards_common_sense/example65,C1_qwen_guided_condition_failure,False,True,completed,completed,A3_or_A4_replan_recovered,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_billiards_common_sense\example65
CommenSence/select_billiards_common_sense/example68,C1_qwen_guided_condition_failure,False,True,completed,completed,A3_or_A4_replan_recovered,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_billiards_common_sense\example68
CommenSence/select_billiards_common_sense/example69,C1_qwen_guided_condition_failure,False,False,completed,completed,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_billiards_common_sense\example69
CommenSence/select_billiards_common_sense/example70,C1_qwen_guided_condition_failure,False,True,completed,completed,A3_or_A4_replan_recovered,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_billiards_common_sense\example70
CommenSence/select_billiards_common_sense/example71,C1_qwen_guided_condition_failure,False,False,completed,not_run_conversion_failed,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_billiards_common_sense\example71
CommenSence/select_billiards_common_sense/example73,C1_qwen_guided_condition_failure,False,True,completed,completed,A3_or_A4_replan_recovered,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_billiards_common_sense\example73
CommenSence/select_billiards_common_sense/example74,C1_qwen_guided_condition_failure,False,True,completed,completed,A3_or_A4_replan_recovered,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_billiards_common_sense\example74
CommenSence/select_billiards_common_sense/example75,C1_qwen_guided_condition_failure,False,True,completed,completed,A3_or_A4_replan_recovered,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_billiards_common_sense\example75
CommenSence/select_billiards_common_sense/example76,C2_qwen_conversion_failure,False,False,not_run_conversion_failed,not_run_conversion_failed,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_billiards_common_sense\example76
CommenSence/select_billiards_common_sense/example77,C1_qwen_guided_condition_failure,False,False,completed,completed,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_billiards_common_sense\example77
CommenSence/select_billiards_common_sense/example78,C1_qwen_guided_condition_failure,False,True,completed,completed,A3_or_A4_replan_recovered,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_billiards_common_sense\example78
CommenSence/select_billiards_common_sense/example79,C1_qwen_guided_condition_failure,False,True,completed,completed,A3_or_A4_replan_recovered,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_billiards_common_sense\example79
CommenSence/select_billiards_common_sense/example80,C1_qwen_guided_condition_failure,False,False,completed,completed,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_billiards_common_sense\example80
CommenSence/select_billiards_common_sense/example81,C2_qwen_conversion_failure,False,False,not_run_conversion_failed,not_run_conversion_failed,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_billiards_common_sense\example81
CommenSence/select_billiards_common_sense/example83,C1_qwen_guided_condition_failure,False,False,completed,not_run_conversion_failed,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_billiards_common_sense\example83
CommenSence/select_billiards_common_sense/example84,C1_qwen_guided_condition_failure,False,False,completed,not_run_conversion_failed,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_billiards_common_sense\example84
CommenSence/select_billiards_common_sense/example86,C1_qwen_guided_condition_failure,False,False,completed,completed,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_billiards_common_sense\example86
CommenSence/select_billiards_common_sense/example88,C1_qwen_guided_condition_failure,False,True,completed,completed,A3_or_A4_replan_recovered,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_billiards_common_sense\example88
CommenSence/select_billiards_common_sense/example89,C1_qwen_guided_condition_failure,False,True,completed,completed,A3_or_A4_replan_recovered,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_billiards_common_sense\example89
CommenSence/select_billiards_common_sense/example90,C1_qwen_guided_condition_failure,False,True,completed,completed,A3_or_A4_replan_recovered,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_billiards_common_sense\example90
CommenSence/select_billiards_common_sense/example91,C1_qwen_guided_condition_failure,False,True,completed,completed,A3_or_A4_replan_recovered,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_billiards_common_sense\example91
CommenSence/select_billiards_common_sense/example92,C1_qwen_guided_condition_failure,False,False,completed,completed,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_billiards_common_sense\example92
CommenSence/select_billiards_common_sense/example93,C1_qwen_guided_condition_failure,False,True,completed,completed,A3_or_A4_replan_recovered,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_billiards_common_sense\example93
CommenSence/select_billiards_common_sense/example95,C1_qwen_guided_condition_failure,False,True,completed,completed,A3_or_A4_replan_recovered,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_billiards_common_sense\example95
CommenSence/select_billiards_common_sense/example96,C1_qwen_guided_condition_failure,False,False,completed,completed,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_billiards_common_sense\example96
CommenSence/select_billiards_common_sense/example97,C1_qwen_guided_condition_failure,False,False,completed,not_run_conversion_failed,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_billiards_common_sense\example97
CommenSence/select_billiards_common_sense/example99,C1_qwen_guided_condition_failure,False,False,completed,not_run_conversion_failed,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_billiards_common_sense\example99
CommenSence/select_chemistry_tube_common_sense/example7,C1_qwen_guided_condition_failure,False,False,completed,not_run_conversion_failed,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_chemistry_tube_common_sense\example7
CommenSence/select_chemistry_tube_common_sense/example15,C1_qwen_guided_condition_failure,False,True,completed,completed,A3_or_A4_replan_recovered,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_chemistry_tube_common_sense\example15
CommenSence/select_chemistry_tube_common_sense/example18,C1_qwen_guided_condition_failure,False,False,completed,completed,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_chemistry_tube_common_sense\example18
CommenSence/select_chemistry_tube_common_sense/example32,C1_qwen_guided_condition_failure,False,True,completed,completed,A3_or_A4_replan_recovered,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_chemistry_tube_common_sense\example32
CommenSence/select_chemistry_tube_common_sense/example33,C1_qwen_guided_condition_failure,False,False,completed,completed,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_chemistry_tube_common_sense\example33
CommenSence/select_chemistry_tube_common_sense/example38,C1_qwen_guided_condition_failure,False,False,completed,completed,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_chemistry_tube_common_sense\example38
CommenSence/select_chemistry_tube_common_sense/example39,C1_qwen_guided_condition_failure,False,False,completed,not_run_conversion_failed,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_chemistry_tube_common_sense\example39
CommenSence/select_chemistry_tube_common_sense/example46,C1_qwen_guided_condition_failure,False,False,completed,completed,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_chemistry_tube_common_sense\example46
CommenSence/select_chemistry_tube_common_sense/example58,C1_qwen_guided_condition_failure,True,False,completed,completed,A1_same_plan_retry_recovered,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_chemistry_tube_common_sense\example58
CommenSence/select_chemistry_tube_common_sense/example82,C1_qwen_guided_condition_failure,False,False,completed,completed,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_chemistry_tube_common_sense\example82
CommenSence/select_chemistry_tube_common_sense/example91,C1_qwen_guided_condition_failure,False,False,completed,not_run_conversion_failed,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_chemistry_tube_common_sense\example91
CommenSence/select_chemistry_tube_common_sense/example99,C1_qwen_guided_condition_failure,False,False,completed,not_run_conversion_failed,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_chemistry_tube_common_sense\example99
CommenSence/select_drink_common_sense/example0,C1_qwen_guided_condition_failure,False,False,completed,not_run_conversion_failed,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_drink_common_sense\example0
CommenSence/select_drink_common_sense/example1,C1_qwen_guided_condition_failure,False,False,completed,not_run_conversion_failed,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_drink_common_sense\example1
CommenSence/select_drink_common_sense/example3,C1_qwen_guided_condition_failure,False,True,completed,completed,A3_or_A4_replan_recovered,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_drink_common_sense\example3
CommenSence/select_drink_common_sense/example11,C1_qwen_guided_condition_failure,True,False,completed,not_run_conversion_failed,A1_same_plan_retry_recovered,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_drink_common_sense\example11
CommenSence/select_drink_common_sense/example31,C1_qwen_guided_condition_failure,False,False,completed,completed,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_drink_common_sense\example31
CommenSence/select_drink_common_sense/example37,C1_qwen_guided_condition_failure,False,False,completed,not_run_conversion_failed,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_drink_common_sense\example37
CommenSence/select_drink_common_sense/example60,C1_qwen_guided_condition_failure,True,True,completed,completed,A1_same_plan_retry_recovered,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_drink_common_sense\example60
CommenSence/select_drink_common_sense/example67,C1_qwen_guided_condition_failure,False,False,completed,not_run_conversion_failed,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_drink_common_sense\example67
CommenSence/select_drink_common_sense/example81,C1_qwen_guided_condition_failure,True,True,completed,completed,A1_same_plan_retry_recovered,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_drink_common_sense\example81
CommenSence/select_drink_common_sense/example87,C1_qwen_guided_condition_failure,False,False,completed,not_run_conversion_failed,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_drink_common_sense\example87
CommenSence/select_drink_common_sense/example95,C1_qwen_guided_condition_failure,False,False,completed,not_run_conversion_failed,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_drink_common_sense\example95
CommenSence/select_drink_common_sense/example96,C1_qwen_guided_condition_failure,False,False,completed,not_run_conversion_failed,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_drink_common_sense\example96
CommenSence/select_fruit_common_sense/example3,C1_qwen_guided_condition_failure,False,False,completed,completed,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_fruit_common_sense\example3
CommenSence/select_fruit_common_sense/example5,C1_qwen_guided_condition_failure,False,True,completed,completed,A3_or_A4_replan_recovered,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_fruit_common_sense\example5
CommenSence/select_fruit_common_sense/example8,C1_qwen_guided_condition_failure,False,True,completed,completed,A3_or_A4_replan_recovered,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_fruit_common_sense\example8
CommenSence/select_fruit_common_sense/example23,C1_qwen_guided_condition_failure,False,True,completed,completed,A3_or_A4_replan_recovered,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_fruit_common_sense\example23
CommenSence/select_fruit_common_sense/example30,C1_qwen_guided_condition_failure,False,True,completed,completed,A3_or_A4_replan_recovered,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_fruit_common_sense\example30
CommenSence/select_fruit_common_sense/example32,C1_qwen_guided_condition_failure,False,False,completed,completed,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_fruit_common_sense\example32
CommenSence/select_fruit_common_sense/example35,C1_qwen_guided_condition_failure,False,True,completed,completed,A3_or_A4_replan_recovered,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_fruit_common_sense\example35
CommenSence/select_fruit_common_sense/example39,C1_qwen_guided_condition_failure,False,False,completed,completed,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_fruit_common_sense\example39
CommenSence/select_fruit_common_sense/example42,C1_qwen_guided_condition_failure,False,True,completed,completed,A3_or_A4_replan_recovered,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_fruit_common_sense\example42
CommenSence/select_fruit_common_sense/example47,C1_qwen_guided_condition_failure,False,False,completed,completed,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_fruit_common_sense\example47
CommenSence/select_fruit_common_sense/example50,C1_qwen_guided_condition_failure,False,False,completed,completed,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_fruit_common_sense\example50
CommenSence/select_fruit_common_sense/example51,C1_qwen_guided_condition_failure,False,False,completed,completed,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_fruit_common_sense\example51
CommenSence/select_fruit_common_sense/example52,C1_qwen_guided_condition_failure,False,False,completed,completed,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_fruit_common_sense\example52
CommenSence/select_fruit_common_sense/example57,C1_qwen_guided_condition_failure,False,False,completed,completed,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_fruit_common_sense\example57
CommenSence/select_fruit_common_sense/example58,C1_qwen_guided_condition_failure,False,False,completed,completed,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_fruit_common_sense\example58
CommenSence/select_fruit_common_sense/example67,C1_qwen_guided_condition_failure,False,True,completed,completed,A3_or_A4_replan_recovered,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_fruit_common_sense\example67
CommenSence/select_fruit_common_sense/example79,C1_qwen_guided_condition_failure,False,True,completed,completed,A3_or_A4_replan_recovered,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_fruit_common_sense\example79
CommenSence/select_fruit_common_sense/example78,C1_qwen_guided_condition_failure,False,True,completed,completed,A3_or_A4_replan_recovered,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_fruit_common_sense\example78
CommenSence/select_fruit_common_sense/example88,C1_qwen_guided_condition_failure,False,True,completed,completed,A3_or_A4_replan_recovered,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_fruit_common_sense\example88
CommenSence/select_fruit_common_sense/example93,C1_qwen_guided_condition_failure,False,False,completed,completed,A0_no_recovery,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\data\CommenSence\select_fruit_common_sense\example93
