sample_id,category,task_name,example,gt_skill_pattern,repeat1_status,repeat2_status,eligible
CommenSence/select_billiards_common_sense/example87,CommenSence,select_billiards_common_sense,example87,pick>place,completed,completed,True
CommenSence/select_billiards_common_sense/example88,CommenSence,select_billiards_common_sense,example88,pick>place,completed,completed,True
CommenSence/select_billiards_common_sense/example89,CommenSence,select_billiards_common_sense,example89,pick>place,completed,completed,True
CommenSence/select_billiards_common_sense/example90,CommenSence,select_billiards_common_sense,example90,pick>place,completed,completed,True
CommenSence/select_billiards_common_sense/example91,CommenSence,select_billiards_common_sense,example91,pick>place,completed,completed,True
CommenSence/select_billiards_common_sense/example92,CommenSence,select_billiards_common_sense,example92,pick>place,completed,completed,True
CommenSence/select_billiards_common_sense/example93,CommenSence,select_billiards_common_sense,example93,pick>place,completed,completed,True
CommenSence/select_billiards_common_sense/example94,CommenSence,select_billiards_common_sense,example94,pick>place,completed,completed,True
CommenSence/select_billiards_common_sense/example95,CommenSence,select_billiards_common_sense,example95,pick>place,completed,completed,True
CommenSence/select_billiards_common_sense/example96,CommenSence,select_billiards_common_sense,example96,pick>place,completed,completed,True
CommenSence/select_billiards_common_sense/example97,CommenSence,select_billiards_common_sense,example97,pick>place,completed,completed,True
CommenSence/select_billiards_common_sense/example98,CommenSence,select_billiards_common_sense,example98,pick>place,completed,completed,True
CommenSence/select_billiards_common_sense/example99,CommenSence,select_billiards_common_sense,example99,pick>place,completed,completed,True
CommenSence/select_chemistry_tube_common_sense/example0,CommenSence,select_chemistry_tube_common_sense,example0,pick>lift,completed,completed,True
CommenSence/select_chemistry_tube_common_sense/example1,CommenSence,select_chemistry_tube_common_sense,example1,pick>lift,completed,completed,True
CommenSence/select_chemistry_tube_common_sense/example2,CommenSence,select_chemistry_tube_common_sense,example2,pick>lift,completed,completed,True
CommenSence/select_chemistry_tube_common_sense/example3,CommenSence,select_chemistry_tube_common_sense,example3,pick>lift,completed,completed,True
CommenSence/select_chemistry_tube_common_sense/example4,CommenSence,select_chemistry_tube_common_sense,example4,pick>lift,completed,completed,True
CommenSence/select_chemistry_tube_common_sense/example6,CommenSence,select_chemistry_tube_common_sense,example6,pick>lift,completed,completed,True
CommenSence/select_chemistry_tube_common_sense/example7,CommenSence,select_chemistry_tube_common_sense,example7,pick>lift,completed,completed,True
CommenSence/select_chemistry_tube_common_sense/example8,CommenSence,select_chemistry_tube_common_sense,example8,pick>lift,completed,completed,True
CommenSence/select_chemistry_tube_common_sense/example9,CommenSence,select_chemistry_tube_common_sense,example9,pick>lift,completed,completed,True
CommenSence/select_chemistry_tube_common_sense/example10,CommenSence,select_chemistry_tube_common_sense,example10,pick>lift,completed,completed,True
CommenSence/select_chemistry_tube_common_sense/example13,CommenSence,select_chemistry_tube_common_sense,example13,pick>lift,completed,completed,True
CommenSence/select_chemistry_tube_common_sense/example14,CommenSence,select_chemistry_tube_common_sense,example14,pick>lift,completed,completed,True
CommenSence/select_chemistry_tube_common_sense/example15,CommenSence,select_chemistry_tube_common_sense,example15,pick>lift,completed,completed,True
CommenSence/select_chemistry_tube_common_sense/example16,CommenSence,select_chemistry_tube_common_sense,example16,pick>lift,completed,completed,True
CommenSence/select_chemistry_tube_common_sense/example18,CommenSence,select_chemistry_tube_common_sense,example18,pick>lift,completed,completed,True
CommenSence/select_chemistry_tube_common_sense/example19,CommenSence,select_chemistry_tube_common_sense,example19,pick>lift,completed,completed,True
CommenSence/select_chemistry_tube_common_sense/example22,CommenSence,select_chemistry_tube_common_sense,example22,pick>lift,completed,completed,True
CommenSence/select_chemistry_tube_common_sense/example24,CommenSence,select_chemistry_tube_common_sense,example24,pick>lift,completed,completed,True
CommenSence/select_chemistry_tube_common_sense/example26,CommenSence,select_chemistry_tube_common_sense,example26,pick>lift,completed,completed,True
CommenSence/select_chemistry_tube_common_sense/example27,CommenSence,select_chemistry_tube_common_sense,example27,pick>lift,completed,completed,True
CommenSence/select_chemistry_tube_common_sense/example28,CommenSence,select_chemistry_tube_common_sense,example28,pick>lift,completed,completed,True
CommenSence/select_chemistry_tube_common_sense/example29,CommenSence,select_chemistry_tube_common_sense,example29,pick>lift,completed,completed,True
CommenSence/select_chemistry_tube_common_sense/example30,CommenSence,select_chemistry_tube_common_sense,example30,pick>lift,completed,completed,True
CommenSence/select_chemistry_tube_common_sense/example32,CommenSence,select_chemistry_tube_common_sense,example32,pick>lift,completed,completed,True
CommenSence/select_chemistry_tube_common_sense/example33,CommenSence,select_chemistry_tube_common_sense,example33,pick>lift,completed,completed,True
CommenSence/select_chemistry_tube_common_sense/example34,CommenSence,select_chemistry_tube_common_sense,example34,pick>lift,completed,completed,True
CommenSence/select_chemistry_tube_common_sense/example35,CommenSence,select_chemistry_tube_common_sense,example35,pick>lift,completed,completed,True
CommenSence/select_chemistry_tube_common_sense/example36,CommenSence,select_chemistry_tube_common_sense,example36,pick>lift,completed,completed,True
CommenSence/select_chemistry_tube_common_sense/example37,CommenSence,select_chemistry_tube_common_sense,example37,pick>lift,completed,completed,True
CommenSence/select_chemistry_tube_common_sense/example38,CommenSence,select_chemistry_tube_common_sense,example38,pick>lift,completed,completed,True
CommenSence/select_chemistry_tube_common_sense/example39,CommenSence,select_chemistry_tube_common_sense,example39,pick>lift,completed,completed,True
CommenSence/select_chemistry_tube_common_sense/example40,CommenSence,select_chemistry_tube_common_sense,example40,pick>lift,completed,completed,True
CommenSence/select_chemistry_tube_common_sense/example42,CommenSence,select_chemistry_tube_common_sense,example42,pick>lift,completed,completed,True
CommenSence/select_chemistry_tube_common_sense/example43,CommenSence,select_chemistry_tube_common_sense,example43,pick>lift,completed,completed,True
CommenSence/select_chemistry_tube_common_sense/example44,CommenSence,select_chemistry_tube_common_sense,example44,pick>lift,completed,completed,True
CommenSence/select_chemistry_tube_common_sense/example45,CommenSence,select_chemistry_tube_common_sense,example45,pick>lift,completed,completed,True
CommenSence/select_chemistry_tube_common_sense/example46,CommenSence,select_chemistry_tube_common_sense,example46,pick>lift,completed,completed,True
CommenSence/select_chemistry_tube_common_sense/example47,CommenSence,select_chemistry_tube_common_sense,example47,pick>lift,completed,completed,True
CommenSence/select_chemistry_tube_common_sense/example48,CommenSence,select_chemistry_tube_common_sense,example48,pick>lift,completed,completed,True
CommenSence/select_chemistry_tube_common_sense/example49,CommenSence,select_chemistry_tube_common_sense,example49,pick>lift,completed,completed,True
CommenSence/select_chemistry_tube_common_sense/example50,CommenSence,select_chemistry_tube_common_sense,example50,pick>lift,completed,completed,True
CommenSence/select_chemistry_tube_common_sense/example52,CommenSence,select_chemistry_tube_common_sense,example52,pick>lift,completed,completed,True
CommenSence/select_chemistry_tube_common_sense/example53,CommenSence,select_chemistry_tube_common_sense,example53,pick>lift,completed,completed,True
CommenSence/select_chemistry_tube_common_sense/example54,CommenSence,select_chemistry_tube_common_sense,example54,pick>lift,completed,completed,True
CommenSence/select_chemistry_tube_common_sense/example55,CommenSence,select_chemistry_tube_common_sense,example55,pick>lift,completed,completed,True
CommenSence/select_chemistry_tube_common_sense/example56,CommenSence,select_chemistry_tube_common_sense,example56,pick>lift,completed,completed,True
CommenSence/select_chemistry_tube_common_sense/example57,CommenSence,select_chemistry_tube_common_sense,example57,pick>lift,completed,completed,True
CommenSence/select_chemistry_tube_common_sense/example58,CommenSence,select_chemistry_tube_common_sense,example58,pick>lift,completed,completed,True
CommenSence/select_chemistry_tube_common_sense/example59,CommenSence,select_chemistry_tube_common_sense,example59,pick>lift,completed,completed,True
CommenSence/select_chemistry_tube_common_sense/example60,CommenSence,select_chemistry_tube_common_sense,example60,pick>lift,completed,completed,True
CommenSence/select_chemistry_tube_common_sense/example61,CommenSence,select_chemistry_tube_common_sense,example61,pick>lift,completed,completed,True
CommenSence/select_chemistry_tube_common_sense/example63,CommenSence,select_chemistry_tube_common_sense,example63,pick>lift,completed,completed,True
CommenSence/select_chemistry_tube_common_sense/example64,CommenSence,select_chemistry_tube_common_sense,example64,pick>lift,completed,completed,True
CommenSence/select_chemistry_tube_common_sense/example65,CommenSence,select_chemistry_tube_common_sense,example65,pick>lift,completed,completed,True
CommenSence/select_chemistry_tube_common_sense/example66,CommenSence,select_chemistry_tube_common_sense,example66,pick>lift,completed,completed,True
CommenSence/select_chemistry_tube_common_sense/example67,CommenSence,select_chemistry_tube_common_sense,example67,pick>lift,completed,completed,True
CommenSence/select_chemistry_tube_common_sense/example69,CommenSence,select_chemistry_tube_common_sense,example69,pick>lift,completed,completed,True
CommenSence/select_chemistry_tube_common_sense/example70,CommenSence,select_chemistry_tube_common_sense,example70,pick>lift,completed,completed,True
CommenSence/select_chemistry_tube_common_sense/example71,CommenSence,select_chemistry_tube_common_sense,example71,pick>lift,completed,completed,True
CommenSence/select_chemistry_tube_common_sense/example73,CommenSence,select_chemistry_tube_common_sense,example73,pick>lift,completed,completed,True
CommenSence/select_chemistry_tube_common_sense/example74,CommenSence,select_chemistry_tube_common_sense,example74,pick>lift,completed,completed,True
CommenSence/select_chemistry_tube_common_sense/example75,CommenSence,select_chemistry_tube_common_sense,example75,pick>lift,completed,completed,True
CommenSence/select_chemistry_tube_common_sense/example76,CommenSence,select_chemistry_tube_common_sense,example76,pick>lift,completed,completed,True
CommenSence/select_chemistry_tube_common_sense/example77,CommenSence,select_chemistry_tube_common_sense,example77,pick>lift,completed,completed,True
CommenSence/select_chemistry_tube_common_sense/example78,CommenSence,select_chemistry_tube_common_sense,example78,pick>lift,completed,completed,True
CommenSence/select_chemistry_tube_common_sense/example79,CommenSence,select_chemistry_tube_common_sense,example79,pick>lift,completed,completed,True
CommenSence/select_chemistry_tube_common_sense/example80,CommenSence,select_chemistry_tube_common_sense,example80,pick>lift,completed,completed,True
CommenSence/select_chemistry_tube_common_sense/example81,CommenSence,select_chemistry_tube_common_sense,example81,pick>lift,completed,completed,True
CommenSence/select_chemistry_tube_common_sense/example82,CommenSence,select_chemistry_tube_common_sense,example82,pick>lift,completed,completed,True
CommenSence/select_chemistry_tube_common_sense/example83,CommenSence,select_chemistry_tube_common_sense,example83,pick>lift,completed,completed,True
CommenSence/select_chemistry_tube_common_sense/example85,CommenSence,select_chemistry_tube_common_sense,example85,pick>lift,completed,completed,True
CommenSence/select_chemistry_tube_common_sense/example86,CommenSence,select_chemistry_tube_common_sense,example86,pick>lift,completed,completed,True
CommenSence/select_chemistry_tube_common_sense/example87,CommenSence,select_chemistry_tube_common_sense,example87,pick>lift,completed,completed,True
CommenSence/select_chemistry_tube_common_sense/example88,CommenSence,select_chemistry_tube_common_sense,example88,pick>lift,completed,completed,True
CommenSence/select_chemistry_tube_common_sense/example89,CommenSence,select_chemistry_tube_common_sense,example89,pick>lift,completed,completed,True
CommenSence/select_chemistry_tube_common_sense/example90,CommenSence,select_chemistry_tube_common_sense,example90,pick>lift,completed,completed,True
CommenSence/select_chemistry_tube_common_sense/example91,CommenSence,select_chemistry_tube_common_sense,example91,pick>lift,completed,completed,True
CommenSence/select_chemistry_tube_common_sense/example92,CommenSence,select_chemistry_tube_common_sense,example92,pick>lift,completed,completed,True
CommenSence/select_chemistry_tube_common_sense/example93,CommenSence,select_chemistry_tube_common_sense,example93,pick>lift,completed,completed,True
CommenSence/select_chemistry_tube_common_sense/example94,CommenSence,select_chemistry_tube_common_sense,example94,pick>lift,completed,completed,True
CommenSence/select_chemistry_tube_common_sense/example95,CommenSence,select_chemistry_tube_common_sense,example95,pick>lift,completed,completed,True
CommenSence/select_chemistry_tube_common_sense/example96,CommenSence,select_chemistry_tube_common_sense,example96,pick>lift,completed,completed,True
CommenSence/select_chemistry_tube_common_sense/example98,CommenSence,select_chemistry_tube_common_sense,example98,pick>lift,completed,completed,True
CommenSence/select_chemistry_tube_common_sense/example99,CommenSence,select_chemistry_tube_common_sense,example99,pick>lift,completed,completed,True
CommenSence/select_drink_common_sense/example0,CommenSence,select_drink_common_sense,example0,pick>pull,completed,completed,True
CommenSence/select_drink_common_sense/example1,CommenSence,select_drink_common_sense,example1,pick>pull,completed,completed,True
CommenSence/select_drink_common_sense/example3,CommenSence,select_drink_common_sense,example3,pick>pull,completed,completed,True
CommenSence/select_drink_common_sense/example8,CommenSence,select_drink_common_sense,example8,pick>pull,completed,completed,True
CommenSence/select_drink_common_sense/example11,CommenSence,select_drink_common_sense,example11,pick>pull,completed,completed,True
CommenSence/select_drink_common_sense/example15,CommenSence,select_drink_common_sense,example15,pick>pull,completed,completed,True
CommenSence/select_drink_common_sense/example17,CommenSence,select_drink_common_sense,example17,pick>pull,completed,completed,True
CommenSence/select_drink_common_sense/example21,CommenSence,select_drink_common_sense,example21,pick>pull,completed,completed,True
CommenSence/select_drink_common_sense/example30,CommenSence,select_drink_common_sense,example30,pick>pull,completed,completed,True
CommenSence/select_drink_common_sense/example31,CommenSence,select_drink_common_sense,example31,pick>pull,completed,completed,True
CommenSence/select_drink_common_sense/example34,CommenSence,select_drink_common_sense,example34,pick>pull,completed,completed,True
CommenSence/select_drink_common_sense/example35,CommenSence,select_drink_common_sense,example35,pick>pull,completed,completed,True
CommenSence/select_drink_common_sense/example37,CommenSence,select_drink_common_sense,example37,pick>pull,completed,completed,True
CommenSence/select_drink_common_sense/example38,CommenSence,select_drink_common_sense,example38,pick>pull,completed,completed,True
CommenSence/select_drink_common_sense/example39,CommenSence,select_drink_common_sense,example39,pick>pull,completed,completed,True
CommenSence/select_drink_common_sense/example41,CommenSence,select_drink_common_sense,example41,pick>pull,completed,completed,True
CommenSence/select_drink_common_sense/example47,CommenSence,select_drink_common_sense,example47,pick>pull,completed,completed,True
CommenSence/select_drink_common_sense/example48,CommenSence,select_drink_common_sense,example48,pick>pull,completed,completed,True
CommenSence/select_drink_common_sense/example49,CommenSence,select_drink_common_sense,example49,pick>pull,completed,completed,True
CommenSence/select_drink_common_sense/example50,CommenSence,select_drink_common_sense,example50,pick>pull,completed,completed,True
CommenSence/select_drink_common_sense/example51,CommenSence,select_drink_common_sense,example51,pick>pull,completed,completed,True
CommenSence/select_drink_common_sense/example54,CommenSence,select_drink_common_sense,example54,pick>pull,completed,completed,True
CommenSence/select_drink_common_sense/example55,CommenSence,select_drink_common_sense,example55,pick>pull,completed,completed,True
CommenSence/select_drink_common_sense/example57,CommenSence,select_drink_common_sense,example57,pick>pull,completed,completed,True
CommenSence/select_drink_common_sense/example58,CommenSence,select_drink_common_sense,example58,pick>pull,completed,completed,True
CommenSence/select_drink_common_sense/example59,CommenSence,select_drink_common_sense,example59,pick>pull,completed,completed,True
CommenSence/select_drink_common_sense/example60,CommenSence,select_drink_common_sense,example60,pick>pull,completed,completed,True
CommenSence/select_drink_common_sense/example66,CommenSence,select_drink_common_sense,example66,pick>pull,completed,completed,True
CommenSence/select_drink_common_sense/example67,CommenSence,select_drink_common_sense,example67,pick>pull,completed,completed,True
CommenSence/select_drink_common_sense/example69,CommenSence,select_drink_common_sense,example69,pick>pull,completed,completed,True
CommenSence/select_drink_common_sense/example70,CommenSence,select_drink_common_sense,example70,pick>pull,completed,completed,True
CommenSence/select_drink_common_sense/example73,CommenSence,select_drink_common_sense,example73,pick>pull,completed,completed,True
CommenSence/select_drink_common_sense/example75,CommenSence,select_drink_common_sense,example75,pick>pull,completed,completed,True
CommenSence/select_drink_common_sense/example79,CommenSence,select_drink_common_sense,example79,pick>pull,completed,completed,True
CommenSence/select_drink_common_sense/example81,CommenSence,select_drink_common_sense,example81,pick>pull,completed,completed,True
CommenSence/select_drink_common_sense/example82,CommenSence,select_drink_common_sense,example82,pick>pull,completed,completed,True
CommenSence/select_drink_common_sense/example87,CommenSence,select_drink_common_sense,example87,pick>pull,completed,completed,True
CommenSence/select_drink_common_sense/example92,CommenSence,select_drink_common_sense,example92,pick>pull,completed,completed,True
CommenSence/select_drink_common_sense/example94,CommenSence,select_drink_common_sense,example94,pick>pull,completed,completed,True
CommenSence/select_drink_common_sense/example95,CommenSence,select_drink_common_sense,example95,pick>pull,completed,completed,True
