sample_id,category,task_name,example,initial_status,variant,status_code,success
CommenSence/select_drink_common_sense/example67,CommenSence,select_drink_common_sense,example67,C1_qwen_guided_condition_failure,R1,C1_qwen_guided_condition_failure,False
CommenSence/select_drink_common_sense/example67,CommenSence,select_drink_common_sense,example67,C1_qwen_guided_condition_failure,R2,C1_qwen_guided_condition_failure,False
CommenSence/select_drink_common_sense/example67,CommenSence,select_drink_common_sense,example67,C1_qwen_guided_condition_failure,R3,C3_entity_mapping_failure,False
CommenSence/select_drink_common_sense/example67,CommenSence,select_drink_common_sense,example67,C1_qwen_guided_condition_failure,R4,C3_entity_mapping_failure,False
CommenSence/select_drink_common_sense/example67,CommenSence,select_drink_common_sense,example67,C1_qwen_guided_condition_failure,R3_MF,C3_entity_mapping_failure,False
CommenSence/select_drink_common_sense/example67,CommenSence,select_drink_common_sense,example67,C1_qwen_guided_condition_failure,R3_MO,C1_qwen_guided_condition_failure,False
CommenSence/select_drink_common_sense/example67,CommenSence,select_drink_common_sense,example67,C1_qwen_guided_condition_failure,R3_SHUF,C2_qwen_conversion_failure,False
CommenSence/select_drink_common_sense/example95,CommenSence,select_drink_common_sense,example95,C1_qwen_guided_condition_failure,SR,C1_qwen_guided_condition_failure,False
CommenSence/select_drink_common_sense/example95,CommenSence,select_drink_common_sense,example95,C1_qwen_guided_condition_failure,NF,C2_qwen_conversion_failure,False
CommenSence/select_drink_common_sense/example95,CommenSence,select_drink_common_sense,example95,C1_qwen_guided_condition_failure,R1,C1_qwen_guided_condition_failure,False
CommenSence/select_drink_common_sense/example95,CommenSence,select_drink_common_sense,example95,C1_qwen_guided_condition_failure,R2,C2_qwen_conversion_failure,False
CommenSence/select_drink_common_sense/example95,CommenSence,select_drink_common_sense,example95,C1_qwen_guided_condition_failure,R3,C2_qwen_conversion_failure,False
CommenSence/select_drink_common_sense/example95,CommenSence,select_drink_common_sense,example95,C1_qwen_guided_condition_failure,R4,C2_qwen_conversion_failure,False
CommenSence/select_drink_common_sense/example95,CommenSence,select_drink_common_sense,example95,C1_qwen_guided_condition_failure,R3_MF,C2_qwen_conversion_failure,False
CommenSence/select_drink_common_sense/example95,CommenSence,select_drink_common_sense,example95,C1_qwen_guided_condition_failure,R3_MO,C1_qwen_guided_condition_failure,False
CommenSence/select_drink_common_sense/example95,CommenSence,select_drink_common_sense,example95,C1_qwen_guided_condition_failure,R3_SHUF,C2_qwen_conversion_failure,False
CommenSence/select_drink_common_sense/example96,CommenSence,select_drink_common_sense,example96,C1_qwen_guided_condition_failure,SR,C1_qwen_guided_condition_failure,False
CommenSence/select_drink_common_sense/example96,CommenSence,select_drink_common_sense,example96,C1_qwen_guided_condition_failure,NF,C2_qwen_conversion_failure,False
