ablation_index,sample_id,track_c_status,variant,variant_status,variant_execution_status,variant_success,variant_progress_score,variant_elapsed_s,case_dir,updated_at
24,CommenSence/select_fruit_common_sense/example32,C1_qwen_guided_condition_failure,R3_SHUF,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\CommenSence\select_fruit_common_sense\example32,2026-06-11 19:35:49
25,CommenSence/select_fruit_common_sense/example93,C1_qwen_guided_condition_failure,R3_SHUF,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\CommenSence\select_fruit_common_sense\example93,2026-06-11 19:35:49
26,CommenSence/select_nth_largest_poker/example16,C1_qwen_guided_condition_failure,R3_SHUF,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\CommenSence\select_nth_largest_poker\example16,2026-06-11 19:35:49
27,CommenSence/select_nth_largest_poker/example22,C1_qwen_guided_condition_failure,R3_SHUF,C0_qwen_guided_success,completed,True,1.0,31.781922340393066,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\CommenSence\select_nth_largest_poker\example22,2026-06-11 19:36:23
28,CommenSence/select_nth_largest_poker/example24,C1_qwen_guided_condition_failure,R3_SHUF,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\CommenSence\select_nth_largest_poker\example24,2026-06-11 19:36:23
29,CommenSence/select_nth_largest_poker/example27,C1_qwen_guided_condition_failure,R3_SHUF,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\CommenSence\select_nth_largest_poker\example27,2026-06-11 19:36:23
30,CommenSence/select_nth_largest_poker/example30,C1_qwen_guided_condition_failure,R3_SHUF,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\CommenSence\select_nth_largest_poker\example30,2026-06-11 19:36:23
31,CommenSence/select_nth_largest_poker/example48,C1_qwen_guided_condition_failure,R3_SHUF,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\CommenSence\select_nth_largest_poker\example48,2026-06-11 19:36:23
32,CommenSence/select_nth_largest_poker/example54,C1_qwen_guided_condition_failure,R3_SHUF,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\CommenSence\select_nth_largest_poker\example54,2026-06-11 19:36:23
33,CommenSence/select_nth_largest_poker/example65,C1_qwen_guided_condition_failure,R3_SHUF,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\CommenSence\select_nth_largest_poker\example65,2026-06-11 19:36:23
34,CommenSence/select_nth_largest_poker/example66,C1_qwen_guided_condition_failure,R3_SHUF,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\CommenSence\select_nth_largest_poker\example66,2026-06-11 19:36:23
35,CommenSence/select_nth_largest_poker/example68,C1_qwen_guided_condition_failure,R3_SHUF,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\CommenSence\select_nth_largest_poker\example68,2026-06-11 19:36:23
36,CommenSence/select_nth_largest_poker/example76,C1_qwen_guided_condition_failure,R3_SHUF,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\CommenSence\select_nth_largest_poker\example76,2026-06-11 19:36:23
37,CommenSence/select_nth_largest_poker/example83,C1_qwen_guided_condition_failure,R3_SHUF,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\CommenSence\select_nth_largest_poker\example83,2026-06-11 19:36:23
38,CommenSence/select_nth_largest_poker/example85,C1_qwen_guided_condition_failure,R3_SHUF,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\CommenSence\select_nth_largest_poker\example85,2026-06-11 19:36:23
39,CommenSence/select_nth_largest_poker/example92,C1_qwen_guided_condition_failure,R3_SHUF,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\CommenSence\select_nth_largest_poker\example92,2026-06-11 19:36:23
40,CommenSence/select_nth_largest_poker/example95,C1_qwen_guided_condition_failure,R3_SHUF,C0_qwen_guided_success,completed,True,1.0,30.98979353904724,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\CommenSence\select_nth_largest_poker\example95,2026-06-11 19:36:55
41,CommenSence/select_nth_largest_poker/example96,C1_qwen_guided_condition_failure,R3_SHUF,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\CommenSence\select_nth_largest_poker\example96,2026-06-11 19:36:55
42,CommenSence/select_toy_common_sense/example13,C1_qwen_guided_condition_failure,R3_SHUF,C1_qwen_guided_condition_failure,completed,False,0.5,42.42459225654602,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\CommenSence\select_toy_common_sense\example13,2026-06-11 19:37:39
43,M&T/add_condiment/example54,C1_qwen_guided_condition_failure,R3_SHUF,C1_qwen_guided_condition_failure,completed,False,0.3333333333333333,61.85334920883179,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\M&T\add_condiment\example54,2026-06-11 19:38:42
44,M&T/insert_flower/example1,C1_qwen_guided_condition_failure,R3_SHUF,C1_qwen_guided_condition_failure,completed,False,0.5,57.01963210105896,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\M&T\insert_flower\example1,2026-06-11 19:39:41
45,M&T/insert_flower/example14,C1_qwen_guided_condition_failure,R3_SHUF,C1_qwen_guided_condition_failure,completed,False,0.5,50.01669001579285,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\M&T\insert_flower\example14,2026-06-11 19:40:32
46,M&T/insert_flower/example24,C1_qwen_guided_condition_failure,R3_SHUF,C1_qwen_guided_condition_failure,completed,False,0.5,49.79310345649719,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\M&T\insert_flower\example24,2026-06-11 19:41:23
47,M&T/insert_flower/example50,C1_qwen_guided_condition_failure,R3_SHUF,C0_qwen_guided_success,completed,True,1.0,42.388901710510254,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\M&T\insert_flower\example50,2026-06-11 19:42:07
48,M&T/insert_flower/example51,C1_qwen_guided_condition_failure,R3_SHUF,C0_qwen_guided_success,completed,True,1.0,59.370845079422,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\M&T\insert_flower\example51,2026-06-11 19:43:08
49,M&T/insert_flower/example93,C1_qwen_guided_condition_failure,R3_SHUF,C0_qwen_guided_success,completed,True,1.0,48.779956340789795,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\M&T\insert_flower\example93,2026-06-11 19:43:58
50,M&T/select_billiards/example1,C1_qwen_guided_condition_failure,R3_SHUF,C3_entity_mapping_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\M&T\select_billiards\example1,2026-06-11 19:43:58
51,M&T/select_billiards/example15,C1_qwen_guided_condition_failure,R3_SHUF,C3_entity_mapping_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\M&T\select_billiards\example15,2026-06-11 19:43:58
52,M&T/select_billiards/example17,C1_qwen_guided_condition_failure,R3_SHUF,C3_entity_mapping_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\M&T\select_billiards\example17,2026-06-11 19:43:58
53,M&T/select_billiards/example18,C1_qwen_guided_condition_failure,R3_SHUF,C3_entity_mapping_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\M&T\select_billiards\example18,2026-06-11 19:43:58
54,M&T/select_billiards/example2,C1_qwen_guided_condition_failure,R3_SHUF,C0_qwen_guided_success,completed,True,1.0,38.49331092834473,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\M&T\select_billiards\example2,2026-06-11 19:44:38
55,M&T/select_billiards/example22,C1_qwen_guided_condition_failure,R3_SHUF,C3_entity_mapping_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\M&T\select_billiards\example22,2026-06-11 19:44:38
56,M&T/select_billiards/example26,C1_qwen_guided_condition_failure,R3_SHUF,C0_qwen_guided_success,completed,True,1.0,29.496455669403076,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\M&T\select_billiards\example26,2026-06-11 19:45:09
57,M&T/select_billiards/example3,C1_qwen_guided_condition_failure,R3_SHUF,C0_qwen_guided_success,completed,True,1.0,40.755205154418945,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\M&T\select_billiards\example3,2026-06-11 19:45:51
58,M&T/select_billiards/example31,C1_qwen_guided_condition_failure,R3_SHUF,C3_entity_mapping_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\M&T\select_billiards\example31,2026-06-11 19:45:51
59,M&T/select_billiards/example35,C1_qwen_guided_condition_failure,R3_SHUF,C1_qwen_guided_condition_failure,completed,False,0.5,38.69511127471924,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\M&T\select_billiards\example35,2026-06-11 19:46:31
60,M&T/select_billiards/example36,C1_qwen_guided_condition_failure,R3_SHUF,C3_entity_mapping_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\M&T\select_billiards\example36,2026-06-11 19:46:31
61,M&T/select_billiards/example39,C1_qwen_guided_condition_failure,R3_SHUF,C1_qwen_guided_condition_failure,completed,False,0.5,20.81444025039673,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\M&T\select_billiards\example39,2026-06-11 19:46:53
62,M&T/select_billiards/example44,C1_qwen_guided_condition_failure,R3_SHUF,C3_entity_mapping_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\M&T\select_billiards\example44,2026-06-11 19:46:53
63,M&T/select_billiards/example48,C1_qwen_guided_condition_failure,R3_SHUF,C3_entity_mapping_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\M&T\select_billiards\example48,2026-06-11 19:46:53
64,M&T/select_billiards/example57,C1_qwen_guided_condition_failure,R3_SHUF,C3_entity_mapping_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\M&T\select_billiards\example57,2026-06-11 19:46:53
65,M&T/select_billiards/example59,C1_qwen_guided_condition_failure,R3_SHUF,C1_qwen_guided_condition_failure,completed,False,0.5,21.459373950958252,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\M&T\select_billiards\example59,2026-06-11 19:47:16
66,M&T/select_billiards/example71,C1_qwen_guided_condition_failure,R3_SHUF,C3_entity_mapping_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\M&T\select_billiards\example71,2026-06-11 19:47:16
67,M&T/select_billiards/example73,C1_qwen_guided_condition_failure,R3_SHUF,C0_qwen_guided_success,completed,True,1.0,42.927278995513916,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\M&T\select_billiards\example73,2026-06-11 19:48:01
68,M&T/select_billiards/example78,C1_qwen_guided_condition_failure,R3_SHUF,C0_qwen_guided_success,completed,True,1.0,40.02299928665161,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\M&T\select_billiards\example78,2026-06-11 19:48:42
69,M&T/select_billiards/example83,C1_qwen_guided_condition_failure,R3_SHUF,C1_qwen_guided_condition_failure,completed,False,0.5,21.449769735336304,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\M&T\select_billiards\example83,2026-06-11 19:49:05
70,M&T/select_billiards/example90,C1_qwen_guided_condition_failure,R3_SHUF,C0_qwen_guided_success,completed,True,1.0,36.77857184410095,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\M&T\select_billiards\example90,2026-06-11 19:49:43
71,M&T/select_billiards/example91,C1_qwen_guided_condition_failure,R3_SHUF,C3_entity_mapping_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\M&T\select_billiards\example91,2026-06-11 19:49:43
72,M&T/select_book/example45,C1_qwen_guided_condition_failure,R3_SHUF,C0_qwen_guided_success,completed,True,1.0,27.60313892364502,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\M&T\select_book\example45,2026-06-11 19:50:12
73,M&T/select_book/example5,C1_qwen_guided_condition_failure,R3_SHUF,C0_qwen_guided_success,completed,True,1.0,31.279049396514893,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\M&T\select_book\example5,2026-06-11 19:50:45
74,M&T/select_book/example79,C1_qwen_guided_condition_failure,R3_SHUF,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\M&T\select_book\example79,2026-06-11 19:50:45
75,M&T/select_book/example83,C1_qwen_guided_condition_failure,R3_SHUF,C0_qwen_guided_success,completed,True,1.0,26.442223072052002,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\M&T\select_book\example83,2026-06-11 19:51:13
76,M&T/select_book/example90,C1_qwen_guided_condition_failure,R3_SHUF,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\M&T\select_book\example90,2026-06-11 19:51:13
77,M&T/select_book/example94,C1_qwen_guided_condition_failure,R3_SHUF,C0_qwen_guided_success,completed,True,1.0,27.528372287750244,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\M&T\select_book\example94,2026-06-11 19:51:42
78,M&T/select_book/example96,C1_qwen_guided_condition_failure,R3_SHUF,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\M&T\select_book\example96,2026-06-11 19:51:42
79,M&T/select_chemistry_tube/example55,C1_qwen_guided_condition_failure,R3_SHUF,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\M&T\select_chemistry_tube\example55,2026-06-11 19:51:42
80,M&T/select_chemistry_tube/example69,C1_qwen_guided_condition_failure,R3_SHUF,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\M&T\select_chemistry_tube\example69,2026-06-11 19:51:42
81,M&T/select_chemistry_tube/example75,C1_qwen_guided_condition_failure,R3_SHUF,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\M&T\select_chemistry_tube\example75,2026-06-11 19:51:42
82,M&T/select_chemistry_tube/example79,C1_qwen_guided_condition_failure,R3_SHUF,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\M&T\select_chemistry_tube\example79,2026-06-11 19:51:42
83,M&T/select_drink/example39,C1_qwen_guided_condition_failure,R3_SHUF,C0_qwen_guided_success,completed,True,1.0,28.521923303604126,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\M&T\select_drink\example39,2026-06-11 19:52:12
84,M&T/select_drink/example52,C1_qwen_guided_condition_failure,R3_SHUF,C1_qwen_guided_condition_failure,completed,False,0.5,32.65079140663147,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\M&T\select_drink\example52,2026-06-11 19:52:46
85,M&T/select_drink/example8,C1_qwen_guided_condition_failure,R3_SHUF,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\M&T\select_drink\example8,2026-06-11 19:52:46
86,M&T/select_fruit/example1,C1_qwen_guided_condition_failure,R3_SHUF,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\M&T\select_fruit\example1,2026-06-11 19:52:46
87,M&T/select_fruit/example2,C1_qwen_guided_condition_failure,R3_SHUF,C0_qwen_guided_success,completed,True,1.0,46.51841688156128,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\M&T\select_fruit\example2,2026-06-11 19:53:34
88,M&T/select_fruit/example47,C1_qwen_guided_condition_failure,R3_SHUF,C1_qwen_guided_condition_failure,completed,False,0.5,39.12053561210632,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\M&T\select_fruit\example47,2026-06-11 19:54:14
