ablation_index,sample_id,track_c_status,variant,variant_status,variant_execution_status,variant_success,variant_progress_score,variant_elapsed_s,case_dir,updated_at
11,CommenSence/select_billiards_common_sense/example83,C1_qwen_guided_condition_failure,NF,C1_qwen_guided_condition_failure,completed,False,0.5,51.14616847038269,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\ablation_300\data\CommenSence\select_billiards_common_sense\example83,2026-05-29 21:58:42
12,CommenSence/select_billiards_common_sense/example84,C1_qwen_guided_condition_failure,NF,C2_qwen_conversion_failure,not_run_conversion_failed,,,,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\ablation_300\data\CommenSence\select_billiards_common_sense\example84,2026-05-29 21:58:42
13,CommenSence/select_billiards_common_sense/example89,C1_qwen_guided_condition_failure,NF,C1_qwen_guided_condition_failure,completed,False,0.5,50.761507987976074,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\ablation_300\data\CommenSence\select_billiards_common_sense\example89,2026-05-29 21:59:35
14,CommenSence/select_billiards_common_sense/example92,C1_qwen_guided_condition_failure,NF,C0_qwen_guided_success,completed,True,1.0,50.99052095413208,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\ablation_300\data\CommenSence\select_billiards_common_sense\example92,2026-05-29 22:00:28
15,CommenSence/select_billiards_common_sense/example99,C1_qwen_guided_condition_failure,NF,C1_qwen_guided_condition_failure,completed,False,0.5,43.73844289779663,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\ablation_300\data\CommenSence\select_billiards_common_sense\example99,2026-05-29 22:01:14
16,CommenSence/select_chemistry_tube_common_sense/example82,C1_qwen_guided_condition_failure,NF,C2_qwen_conversion_failure,not_run_conversion_failed,,,,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\ablation_300\data\CommenSence\select_chemistry_tube_common_sense\example82,2026-05-29 22:01:14
17,CommenSence/select_drink_common_sense/example1,C1_qwen_guided_condition_failure,NF,C2_qwen_conversion_failure,not_run_conversion_failed,,,,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\ablation_300\data\CommenSence\select_drink_common_sense\example1,2026-05-29 22:01:14
18,CommenSence/select_drink_common_sense/example11,C1_qwen_guided_condition_failure,NF,C0_qwen_guided_success,completed,True,1.0,37.68016982078552,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\ablation_300\data\CommenSence\select_drink_common_sense\example11,2026-05-29 22:01:55
19,CommenSence/select_drink_common_sense/example67,C1_qwen_guided_condition_failure,NF,C2_qwen_conversion_failure,not_run_conversion_failed,,,,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\ablation_300\data\CommenSence\select_drink_common_sense\example67,2026-05-29 22:01:55
20,CommenSence/select_drink_common_sense/example95,C1_qwen_guided_condition_failure,NF,C2_qwen_conversion_failure,not_run_conversion_failed,,,,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\ablation_300\data\CommenSence\select_drink_common_sense\example95,2026-05-29 22:01:55
21,CommenSence/select_drink_common_sense/example96,C1_qwen_guided_condition_failure,NF,C2_qwen_conversion_failure,not_run_conversion_failed,,,,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\ablation_300\data\CommenSence\select_drink_common_sense\example96,2026-05-29 22:01:55
22,CommenSence/select_fruit_common_sense/example3,C1_qwen_guided_condition_failure,NF,C2_qwen_conversion_failure,not_run_conversion_failed,,,,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\ablation_300\data\CommenSence\select_fruit_common_sense\example3,2026-05-29 22:01:55
23,CommenSence/select_fruit_common_sense/example30,C1_qwen_guided_condition_failure,NF,C2_qwen_conversion_failure,not_run_conversion_failed,,,,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\ablation_300\data\CommenSence\select_fruit_common_sense\example30,2026-05-29 22:01:55
24,CommenSence/select_fruit_common_sense/example32,C1_qwen_guided_condition_failure,NF,C1_qwen_guided_condition_failure,completed,False,0.5,52.26519536972046,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\ablation_300\data\CommenSence\select_fruit_common_sense\example32,2026-05-29 22:02:50
25,CommenSence/select_fruit_common_sense/example93,C1_qwen_guided_condition_failure,NF,C2_qwen_conversion_failure,not_run_conversion_failed,,,,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\ablation_300\data\CommenSence\select_fruit_common_sense\example93,2026-05-29 22:02:50
26,CommenSence/select_nth_largest_poker/example16,C1_qwen_guided_condition_failure,NF,C2_qwen_conversion_failure,not_run_conversion_failed,,,,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\ablation_300\data\CommenSence\select_nth_largest_poker\example16,2026-05-29 22:02:50
27,CommenSence/select_nth_largest_poker/example22,C1_qwen_guided_condition_failure,NF,C2_qwen_conversion_failure,not_run_conversion_failed,,,,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\ablation_300\data\CommenSence\select_nth_largest_poker\example22,2026-05-29 22:02:50
28,CommenSence/select_nth_largest_poker/example24,C1_qwen_guided_condition_failure,NF,C2_qwen_conversion_failure,not_run_conversion_failed,,,,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\ablation_300\data\CommenSence\select_nth_largest_poker\example24,2026-05-29 22:02:50
29,CommenSence/select_nth_largest_poker/example27,C1_qwen_guided_condition_failure,NF,C2_qwen_conversion_failure,not_run_conversion_failed,,,,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\ablation_300\data\CommenSence\select_nth_largest_poker\example27,2026-05-29 22:02:50
30,CommenSence/select_nth_largest_poker/example30,C1_qwen_guided_condition_failure,NF,C2_qwen_conversion_failure,not_run_conversion_failed,,,,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\ablation_300\data\CommenSence\select_nth_largest_poker\example30,2026-05-29 22:02:50
31,CommenSence/select_nth_largest_poker/example48,C1_qwen_guided_condition_failure,NF,C2_qwen_conversion_failure,not_run_conversion_failed,,,,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\ablation_300\data\CommenSence\select_nth_largest_poker\example48,2026-05-29 22:02:50
32,CommenSence/select_nth_largest_poker/example54,C1_qwen_guided_condition_failure,NF,C2_qwen_conversion_failure,not_run_conversion_failed,,,,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\ablation_300\data\CommenSence\select_nth_largest_poker\example54,2026-05-29 22:02:50
33,CommenSence/select_nth_largest_poker/example65,C1_qwen_guided_condition_failure,NF,C2_qwen_conversion_failure,not_run_conversion_failed,,,,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\ablation_300\data\CommenSence\select_nth_largest_poker\example65,2026-05-29 22:02:50
34,CommenSence/select_nth_largest_poker/example66,C1_qwen_guided_condition_failure,NF,C2_qwen_conversion_failure,not_run_conversion_failed,,,,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\ablation_300\data\CommenSence\select_nth_largest_poker\example66,2026-05-29 22:02:50
35,CommenSence/select_nth_largest_poker/example68,C1_qwen_guided_condition_failure,NF,C2_qwen_conversion_failure,not_run_conversion_failed,,,,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\ablation_300\data\CommenSence\select_nth_largest_poker\example68,2026-05-29 22:02:50
36,CommenSence/select_nth_largest_poker/example76,C1_qwen_guided_condition_failure,NF,C2_qwen_conversion_failure,not_run_conversion_failed,,,,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\ablation_300\data\CommenSence\select_nth_largest_poker\example76,2026-05-29 22:02:50
37,CommenSence/select_nth_largest_poker/example83,C1_qwen_guided_condition_failure,NF,C2_qwen_conversion_failure,not_run_conversion_failed,,,,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\ablation_300\data\CommenSence\select_nth_largest_poker\example83,2026-05-29 22:02:50
38,CommenSence/select_nth_largest_poker/example85,C1_qwen_guided_condition_failure,NF,C2_qwen_conversion_failure,not_run_conversion_failed,,,,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\ablation_300\data\CommenSence\select_nth_largest_poker\example85,2026-05-29 22:02:50
39,CommenSence/select_nth_largest_poker/example92,C1_qwen_guided_condition_failure,NF,C2_qwen_conversion_failure,not_run_conversion_failed,,,,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\ablation_300\data\CommenSence\select_nth_largest_poker\example92,2026-05-29 22:02:50
40,CommenSence/select_nth_largest_poker/example95,C1_qwen_guided_condition_failure,NF,C2_qwen_conversion_failure,not_run_conversion_failed,,,,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\ablation_300\data\CommenSence\select_nth_largest_poker\example95,2026-05-29 22:02:50
41,CommenSence/select_nth_largest_poker/example96,C1_qwen_guided_condition_failure,NF,C2_qwen_conversion_failure,not_run_conversion_failed,,,,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\ablation_300\data\CommenSence\select_nth_largest_poker\example96,2026-05-29 22:02:50
42,CommenSence/select_toy_common_sense/example13,C1_qwen_guided_condition_failure,NF,C3_entity_mapping_failure,not_run_conversion_failed,,,,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\ablation_300\data\CommenSence\select_toy_common_sense\example13,2026-05-29 22:02:50
43,M&T/add_condiment/example54,C1_qwen_guided_condition_failure,NF,C1_qwen_guided_condition_failure,completed,False,0.0,126.63706588745117,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\ablation_300\data\M&T\add_condiment\example54,2026-05-29 22:04:59
44,M&T/insert_flower/example1,C1_qwen_guided_condition_failure,NF,C0_qwen_guided_success,completed,True,1.0,73.82309246063232,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\ablation_300\data\M&T\insert_flower\example1,2026-05-29 22:06:15
45,M&T/insert_flower/example14,C1_qwen_guided_condition_failure,NF,C0_qwen_guided_success,completed,True,1.0,58.3409628868103,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\ablation_300\data\M&T\insert_flower\example14,2026-05-29 22:07:15
46,M&T/insert_flower/example24,C1_qwen_guided_condition_failure,NF,C1_qwen_guided_condition_failure,completed,False,0.5,71.70675420761108,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\ablation_300\data\M&T\insert_flower\example24,2026-05-29 22:08:29
47,M&T/insert_flower/example50,C1_qwen_guided_condition_failure,NF,C1_qwen_guided_condition_failure,completed,False,0.5,57.41646718978882,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\ablation_300\data\M&T\insert_flower\example50,2026-05-29 22:09:29
48,M&T/insert_flower/example51,C1_qwen_guided_condition_failure,NF,C1_qwen_guided_condition_failure,completed,False,0.5,67.28367066383362,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\ablation_300\data\M&T\insert_flower\example51,2026-05-29 22:10:39
49,M&T/insert_flower/example93,C1_qwen_guided_condition_failure,NF,C0_qwen_guided_success,completed,True,1.0,68.71444129943848,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\ablation_300\data\M&T\insert_flower\example93,2026-05-29 22:11:49
50,M&T/select_billiards/example1,C1_qwen_guided_condition_failure,NF,C1_qwen_guided_condition_failure,completed,False,0.5,29.21995735168457,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\ablation_300\data\M&T\select_billiards\example1,2026-05-29 22:12:21
51,M&T/select_billiards/example15,C1_qwen_guided_condition_failure,NF,C3_entity_mapping_failure,not_run_conversion_failed,,,,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\ablation_300\data\M&T\select_billiards\example15,2026-05-29 22:12:21
52,M&T/select_billiards/example17,C1_qwen_guided_condition_failure,NF,C3_entity_mapping_failure,not_run_conversion_failed,,,,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\ablation_300\data\M&T\select_billiards\example17,2026-05-29 22:12:21
53,M&T/select_billiards/example18,C1_qwen_guided_condition_failure,NF,C3_entity_mapping_failure,not_run_conversion_failed,,,,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\ablation_300\data\M&T\select_billiards\example18,2026-05-29 22:12:21
54,M&T/select_billiards/example2,C1_qwen_guided_condition_failure,NF,C3_entity_mapping_failure,not_run_conversion_failed,,,,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\ablation_300\data\M&T\select_billiards\example2,2026-05-29 22:12:21
55,M&T/select_billiards/example22,C1_qwen_guided_condition_failure,NF,C3_entity_mapping_failure,not_run_conversion_failed,,,,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\ablation_300\data\M&T\select_billiards\example22,2026-05-29 22:12:21
56,M&T/select_billiards/example26,C1_qwen_guided_condition_failure,NF,C3_entity_mapping_failure,not_run_conversion_failed,,,,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\ablation_300\data\M&T\select_billiards\example26,2026-05-29 22:12:21
57,M&T/select_billiards/example3,C1_qwen_guided_condition_failure,NF,C3_entity_mapping_failure,not_run_conversion_failed,,,,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\ablation_300\data\M&T\select_billiards\example3,2026-05-29 22:12:21
58,M&T/select_billiards/example31,C1_qwen_guided_condition_failure,NF,C3_entity_mapping_failure,not_run_conversion_failed,,,,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\ablation_300\data\M&T\select_billiards\example31,2026-05-29 22:12:21
59,M&T/select_billiards/example35,C1_qwen_guided_condition_failure,NF,C3_entity_mapping_failure,not_run_conversion_failed,,,,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\ablation_300\data\M&T\select_billiards\example35,2026-05-29 22:12:21
60,M&T/select_billiards/example36,C1_qwen_guided_condition_failure,NF,C3_entity_mapping_failure,not_run_conversion_failed,,,,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\ablation_300\data\M&T\select_billiards\example36,2026-05-29 22:12:21
61,M&T/select_billiards/example39,C1_qwen_guided_condition_failure,NF,C1_qwen_guided_condition_failure,completed,False,0.5,26.329457759857178,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\ablation_300\data\M&T\select_billiards\example39,2026-05-29 22:12:50
62,M&T/select_billiards/example44,C1_qwen_guided_condition_failure,NF,C3_entity_mapping_failure,not_run_conversion_failed,,,,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\ablation_300\data\M&T\select_billiards\example44,2026-05-29 22:12:50
63,M&T/select_billiards/example48,C1_qwen_guided_condition_failure,NF,C1_qwen_guided_condition_failure,completed,False,0.5,46.078465700149536,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\ablation_300\data\M&T\select_billiards\example48,2026-05-29 22:13:38
64,M&T/select_billiards/example57,C1_qwen_guided_condition_failure,NF,C3_entity_mapping_failure,not_run_conversion_failed,,,,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\ablation_300\data\M&T\select_billiards\example57,2026-05-29 22:13:38
65,M&T/select_billiards/example59,C1_qwen_guided_condition_failure,NF,C1_qwen_guided_condition_failure,completed,False,0.5,24.533693313598633,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\ablation_300\data\M&T\select_billiards\example59,2026-05-29 22:14:05
66,M&T/select_billiards/example71,C1_qwen_guided_condition_failure,NF,C3_entity_mapping_failure,not_run_conversion_failed,,,,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\ablation_300\data\M&T\select_billiards\example71,2026-05-29 22:14:05
67,M&T/select_billiards/example73,C1_qwen_guided_condition_failure,NF,C0_qwen_guided_success,completed,True,1.0,52.458654165267944,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\ablation_300\data\M&T\select_billiards\example73,2026-05-29 22:15:00
68,M&T/select_billiards/example78,C1_qwen_guided_condition_failure,NF,C3_entity_mapping_failure,not_run_conversion_failed,,,,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\ablation_300\data\M&T\select_billiards\example78,2026-05-29 22:15:00
69,M&T/select_billiards/example83,C1_qwen_guided_condition_failure,NF,C1_qwen_guided_condition_failure,completed,False,0.5,28.858660459518433,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\ablation_300\data\M&T\select_billiards\example83,2026-05-29 22:15:31
70,M&T/select_billiards/example90,C1_qwen_guided_condition_failure,NF,C3_entity_mapping_failure,not_run_conversion_failed,,,,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\ablation_300\data\M&T\select_billiards\example90,2026-05-29 22:15:31
71,M&T/select_billiards/example91,C1_qwen_guided_condition_failure,NF,C3_entity_mapping_failure,not_run_conversion_failed,,,,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\ablation_300\data\M&T\select_billiards\example91,2026-05-29 22:15:31
72,M&T/select_book/example45,C1_qwen_guided_condition_failure,NF,C0_qwen_guided_success,completed,True,1.0,35.79222655296326,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\ablation_300\data\M&T\select_book\example45,2026-05-29 22:16:09
73,M&T/select_book/example5,C1_qwen_guided_condition_failure,NF,C1_qwen_guided_condition_failure,completed,False,0.5,42.53198456764221,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\ablation_300\data\M&T\select_book\example5,2026-05-29 22:16:54
74,M&T/select_book/example79,C1_qwen_guided_condition_failure,NF,C0_qwen_guided_success,completed,True,1.0,39.110172748565674,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\ablation_300\data\M&T\select_book\example79,2026-05-29 22:17:36
75,M&T/select_book/example83,C1_qwen_guided_condition_failure,NF,C0_qwen_guided_success,completed,True,1.0,37.81019830703735,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\ablation_300\data\M&T\select_book\example83,2026-05-29 22:18:16
76,M&T/select_book/example90,C1_qwen_guided_condition_failure,NF,C1_qwen_guided_condition_failure,completed,False,0.0,41.88484740257263,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\ablation_300\data\M&T\select_book\example90,2026-05-29 22:19:00
77,M&T/select_book/example94,C1_qwen_guided_condition_failure,NF,C0_qwen_guided_success,completed,True,1.0,44.06757593154907,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\ablation_300\data\M&T\select_book\example94,2026-05-29 22:19:46
78,M&T/select_book/example96,C1_qwen_guided_condition_failure,NF,C3_entity_mapping_failure,not_run_conversion_failed,,,,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\ablation_300\data\M&T\select_book\example96,2026-05-29 22:19:46
79,M&T/select_chemistry_tube/example55,C1_qwen_guided_condition_failure,NF,C2_qwen_conversion_failure,not_run_conversion_failed,,,,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\ablation_300\data\M&T\select_chemistry_tube\example55,2026-05-29 22:19:46
80,M&T/select_chemistry_tube/example69,C1_qwen_guided_condition_failure,NF,C1_qwen_guided_condition_failure,completed,False,0.5,36.90545654296875,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\ablation_300\data\M&T\select_chemistry_tube\example69,2026-05-29 22:20:25
81,M&T/select_chemistry_tube/example75,C1_qwen_guided_condition_failure,NF,C0_qwen_guided_success,completed,True,1.0,32.39927816390991,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\ablation_300\data\M&T\select_chemistry_tube\example75,2026-05-29 22:21:00
82,M&T/select_chemistry_tube/example79,C1_qwen_guided_condition_failure,NF,C2_qwen_conversion_failure,not_run_conversion_failed,,,,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\ablation_300\data\M&T\select_chemistry_tube\example79,2026-05-29 22:21:00
83,M&T/select_drink/example39,C1_qwen_guided_condition_failure,NF,C0_qwen_guided_success,completed,True,1.0,39.21280074119568,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\ablation_300\data\M&T\select_drink\example39,2026-05-29 22:21:41
84,M&T/select_drink/example52,C1_qwen_guided_condition_failure,NF,C1_qwen_guided_condition_failure,completed,False,0.5,44.69540214538574,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\ablation_300\data\M&T\select_drink\example52,2026-05-29 22:22:28
85,M&T/select_drink/example8,C1_qwen_guided_condition_failure,NF,C1_qwen_guided_condition_failure,completed,False,0.5,43.38903498649597,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\ablation_300\data\M&T\select_drink\example8,2026-05-29 22:23:14
86,M&T/select_fruit/example1,C1_qwen_guided_condition_failure,NF,C1_qwen_guided_condition_failure,completed,False,0.5,43.297850131988525,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\ablation_300\data\M&T\select_fruit\example1,2026-05-29 22:23:59
87,M&T/select_fruit/example2,C1_qwen_guided_condition_failure,NF,C1_qwen_guided_condition_failure,completed,False,0.5,57.39389729499817,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\ablation_300\data\M&T\select_fruit\example2,2026-05-29 22:24:59
88,M&T/select_fruit/example47,C1_qwen_guided_condition_failure,NF,C1_qwen_guided_condition_failure,completed,False,0.5,52.29524493217468,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\ablation_300\data\M&T\select_fruit\example47,2026-05-29 22:25:54
89,M&T/select_fruit/example50,C1_qwen_guided_condition_failure,NF,C1_qwen_guided_condition_failure,completed,False,0.5,48.331383228302,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\ablation_300\data\M&T\select_fruit\example50,2026-05-29 22:26:44
90,M&T/select_fruit/example91,C1_qwen_guided_condition_failure,NF,C1_qwen_guided_condition_failure,completed,False,0.5,50.1047089099884,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\ablation_300\data\M&T\select_fruit\example91,2026-05-29 22:27:37
91,M&T/select_poker/example25,C1_qwen_guided_condition_failure,NF,C2_qwen_conversion_failure,not_run_conversion_failed,,,,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\ablation_300\data\M&T\select_poker\example25,2026-05-29 22:27:37
92,M&T/select_poker/example36,C1_qwen_guided_condition_failure,NF,C1_qwen_guided_condition_failure,completed,False,0.3333333333333333,52.04093098640442,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\ablation_300\data\M&T\select_poker\example36,2026-05-29 22:28:31
93,M&T/select_poker/example78,C1_qwen_guided_condition_failure,NF,C2_qwen_conversion_failure,not_run_conversion_failed,,,,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\ablation_300\data\M&T\select_poker\example78,2026-05-29 22:28:31
94,M&T/select_poker/example95,C1_qwen_guided_condition_failure,NF,C2_qwen_conversion_failure,not_run_conversion_failed,,,,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\ablation_300\data\M&T\select_poker\example95,2026-05-29 22:28:31
95,Semantic/insert_flower_semantic/example70,C1_qwen_guided_condition_failure,NF,C0_qwen_guided_success,completed,True,1.0,56.78365993499756,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\ablation_300\data\Semantic\insert_flower_semantic\example70,2026-05-29 22:29:30
96,Semantic/select_book_semantic/example14,C1_qwen_guided_condition_failure,NF,C1_qwen_guided_condition_failure,completed,False,0.0,46.79350137710571,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\ablation_300\data\Semantic\select_book_semantic\example14,2026-05-29 22:30:19
97,Semantic/select_book_semantic/example30,C1_qwen_guided_condition_failure,NF,C2_qwen_conversion_failure,not_run_conversion_failed,,,,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\ablation_300\data\Semantic\select_book_semantic\example30,2026-05-29 22:30:19
98,Semantic/select_book_semantic/example39,C1_qwen_guided_condition_failure,NF,C0_qwen_guided_success,completed,True,1.0,42.25722861289978,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\ablation_300\data\Semantic\select_book_semantic\example39,2026-05-29 22:31:04
99,Semantic/select_book_semantic/example42,C1_qwen_guided_condition_failure,NF,C2_qwen_conversion_failure,not_run_conversion_failed,,,,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\ablation_300\data\Semantic\select_book_semantic\example42,2026-05-29 22:31:04
100,Semantic/select_book_semantic/example53,C1_qwen_guided_condition_failure,NF,C1_qwen_guided_condition_failure,completed,False,0.5,42.808558225631714,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\ablation_300\data\Semantic\select_book_semantic\example53,2026-05-29 22:31:49
101,Semantic/select_book_semantic/example62,C1_qwen_guided_condition_failure,NF,C0_qwen_guided_success,completed,True,1.0,31.968846559524536,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\ablation_300\data\Semantic\select_book_semantic\example62,2026-05-29 22:32:23
102,Semantic/select_book_semantic/example67,C1_qwen_guided_condition_failure,NF,C2_qwen_conversion_failure,not_run_conversion_failed,,,,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\ablation_300\data\Semantic\select_book_semantic\example67,2026-05-29 22:32:23
103,Semantic/select_book_semantic/example78,C1_qwen_guided_condition_failure,NF,C2_qwen_conversion_failure,not_run_conversion_failed,,,,C:\SILVER\archive\silver_track_d_replanning_attribution_20260527\ablation_300\data\Semantic\select_book_semantic\example78,2026-05-29 22:32:23
