ablation_index,sample_id,track_c_status,variant,variant_status,variant_execution_status,variant_success,variant_progress_score,variant_elapsed_s,case_dir,updated_at
28,CommenSence/select_nth_largest_poker/example24,C1_qwen_guided_condition_failure,R3_MO,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\CommenSence\select_nth_largest_poker\example24,2026-06-11 17:43:48
29,CommenSence/select_nth_largest_poker/example27,C1_qwen_guided_condition_failure,R3_MO,C1_qwen_guided_condition_failure,completed,False,0.3333333333333333,34.00188755989075,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\CommenSence\select_nth_largest_poker\example27,2026-06-11 17:44:24
30,CommenSence/select_nth_largest_poker/example30,C1_qwen_guided_condition_failure,R3_MO,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\CommenSence\select_nth_largest_poker\example30,2026-06-11 17:44:24
31,CommenSence/select_nth_largest_poker/example48,C1_qwen_guided_condition_failure,R3_MO,C1_qwen_guided_condition_failure,completed,False,0.3333333333333333,34.16127562522888,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\CommenSence\select_nth_largest_poker\example48,2026-06-11 17:44:59
32,CommenSence/select_nth_largest_poker/example54,C1_qwen_guided_condition_failure,R3_MO,C1_qwen_guided_condition_failure,completed,False,0.3333333333333333,37.09258723258972,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\CommenSence\select_nth_largest_poker\example54,2026-06-11 17:45:38
33,CommenSence/select_nth_largest_poker/example65,C1_qwen_guided_condition_failure,R3_MO,C1_qwen_guided_condition_failure,completed,False,0.3333333333333333,36.32408380508423,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\CommenSence\select_nth_largest_poker\example65,2026-06-11 17:46:16
34,CommenSence/select_nth_largest_poker/example66,C1_qwen_guided_condition_failure,R3_MO,C1_qwen_guided_condition_failure,completed,False,0.3333333333333333,35.02564454078674,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\CommenSence\select_nth_largest_poker\example66,2026-06-11 17:46:52
35,CommenSence/select_nth_largest_poker/example68,C1_qwen_guided_condition_failure,R3_MO,C1_qwen_guided_condition_failure,completed,False,0.3333333333333333,35.36555051803589,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\CommenSence\select_nth_largest_poker\example68,2026-06-11 17:47:29
36,CommenSence/select_nth_largest_poker/example76,C1_qwen_guided_condition_failure,R3_MO,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\CommenSence\select_nth_largest_poker\example76,2026-06-11 17:47:29
37,CommenSence/select_nth_largest_poker/example83,C1_qwen_guided_condition_failure,R3_MO,C1_qwen_guided_condition_failure,completed,False,0.3333333333333333,34.36424493789673,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\CommenSence\select_nth_largest_poker\example83,2026-06-11 17:48:05
38,CommenSence/select_nth_largest_poker/example85,C1_qwen_guided_condition_failure,R3_MO,C1_qwen_guided_condition_failure,completed,False,0.3333333333333333,36.73718285560608,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\CommenSence\select_nth_largest_poker\example85,2026-06-11 17:48:43
39,CommenSence/select_nth_largest_poker/example92,C1_qwen_guided_condition_failure,R3_MO,C1_qwen_guided_condition_failure,completed,False,0.3333333333333333,33.85313558578491,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\CommenSence\select_nth_largest_poker\example92,2026-06-11 17:49:18
40,CommenSence/select_nth_largest_poker/example95,C1_qwen_guided_condition_failure,R3_MO,C1_qwen_guided_condition_failure,completed,False,0.3333333333333333,35.434401750564575,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\CommenSence\select_nth_largest_poker\example95,2026-06-11 17:49:55
41,CommenSence/select_nth_largest_poker/example96,C1_qwen_guided_condition_failure,R3_MO,C1_qwen_guided_condition_failure,completed,False,0.3333333333333333,35.90505385398865,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\CommenSence\select_nth_largest_poker\example96,2026-06-11 17:50:33
42,CommenSence/select_toy_common_sense/example13,C1_qwen_guided_condition_failure,R3_MO,C3_entity_mapping_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\CommenSence\select_toy_common_sense\example13,2026-06-11 17:50:33
43,M&T/add_condiment/example54,C1_qwen_guided_condition_failure,R3_MO,C1_qwen_guided_condition_failure,completed,False,0.6666666666666666,62.5247585773468,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\M&T\add_condiment\example54,2026-06-11 17:51:37
44,M&T/insert_flower/example1,C1_qwen_guided_condition_failure,R3_MO,C1_qwen_guided_condition_failure,completed,False,0.5,50.825998306274414,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\M&T\insert_flower\example1,2026-06-11 17:52:29
45,M&T/insert_flower/example14,C1_qwen_guided_condition_failure,R3_MO,C1_qwen_guided_condition_failure,completed,False,0.5,42.71828842163086,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\M&T\insert_flower\example14,2026-06-11 17:53:13
46,M&T/insert_flower/example24,C1_qwen_guided_condition_failure,R3_MO,C0_qwen_guided_success,completed,True,1.0,52.76912760734558,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\M&T\insert_flower\example24,2026-06-11 17:54:07
47,M&T/insert_flower/example50,C1_qwen_guided_condition_failure,R3_MO,C1_qwen_guided_condition_failure,completed,False,0.5,45.31870698928833,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\M&T\insert_flower\example50,2026-06-11 17:54:54
48,M&T/insert_flower/example51,C1_qwen_guided_condition_failure,R3_MO,C1_qwen_guided_condition_failure,completed,False,0.5,58.372498750686646,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\M&T\insert_flower\example51,2026-06-11 17:55:53
49,M&T/insert_flower/example93,C1_qwen_guided_condition_failure,R3_MO,C0_qwen_guided_success,completed,True,1.0,48.37064862251282,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\M&T\insert_flower\example93,2026-06-11 17:56:43
50,M&T/select_billiards/example1,C1_qwen_guided_condition_failure,R3_MO,C1_qwen_guided_condition_failure,completed,False,0.5,22.128272771835327,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\M&T\select_billiards\example1,2026-06-11 17:57:07
51,M&T/select_billiards/example15,C1_qwen_guided_condition_failure,R3_MO,C3_entity_mapping_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\M&T\select_billiards\example15,2026-06-11 17:57:07
52,M&T/select_billiards/example17,C1_qwen_guided_condition_failure,R3_MO,C3_entity_mapping_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\M&T\select_billiards\example17,2026-06-11 17:57:07
53,M&T/select_billiards/example18,C1_qwen_guided_condition_failure,R3_MO,C1_qwen_guided_condition_failure,completed,False,0.5,37.32688593864441,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\M&T\select_billiards\example18,2026-06-11 17:57:46
54,M&T/select_billiards/example2,C1_qwen_guided_condition_failure,R3_MO,C3_entity_mapping_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\M&T\select_billiards\example2,2026-06-11 17:57:46
55,M&T/select_billiards/example22,C1_qwen_guided_condition_failure,R3_MO,C3_entity_mapping_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\M&T\select_billiards\example22,2026-06-11 17:57:46
56,M&T/select_billiards/example26,C1_qwen_guided_condition_failure,R3_MO,C3_entity_mapping_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\M&T\select_billiards\example26,2026-06-11 17:57:46
57,M&T/select_billiards/example3,C1_qwen_guided_condition_failure,R3_MO,C3_entity_mapping_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\M&T\select_billiards\example3,2026-06-11 17:57:46
58,M&T/select_billiards/example31,C1_qwen_guided_condition_failure,R3_MO,C3_entity_mapping_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\M&T\select_billiards\example31,2026-06-11 17:57:46
59,M&T/select_billiards/example35,C1_qwen_guided_condition_failure,R3_MO,C1_qwen_guided_condition_failure,completed,False,0.5,38.51451063156128,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\M&T\select_billiards\example35,2026-06-11 17:58:26
60,M&T/select_billiards/example36,C1_qwen_guided_condition_failure,R3_MO,C3_entity_mapping_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\M&T\select_billiards\example36,2026-06-11 17:58:26
61,M&T/select_billiards/example39,C1_qwen_guided_condition_failure,R3_MO,C1_qwen_guided_condition_failure,completed,False,0.5,23.18630337715149,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\M&T\select_billiards\example39,2026-06-11 17:58:51
62,M&T/select_billiards/example44,C1_qwen_guided_condition_failure,R3_MO,C3_entity_mapping_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\M&T\select_billiards\example44,2026-06-11 17:58:51
63,M&T/select_billiards/example48,C1_qwen_guided_condition_failure,R3_MO,C1_qwen_guided_condition_failure,completed,False,0.5,33.793972969055176,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\M&T\select_billiards\example48,2026-06-11 17:59:26
64,M&T/select_billiards/example57,C1_qwen_guided_condition_failure,R3_MO,C0_qwen_guided_success,completed,True,1.0,34.44334554672241,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\M&T\select_billiards\example57,2026-06-11 18:00:02
65,M&T/select_billiards/example59,C1_qwen_guided_condition_failure,R3_MO,C1_qwen_guided_condition_failure,completed,False,0.5,20.623940467834473,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\M&T\select_billiards\example59,2026-06-11 18:00:24
66,M&T/select_billiards/example71,C1_qwen_guided_condition_failure,R3_MO,C3_entity_mapping_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\M&T\select_billiards\example71,2026-06-11 18:00:24
67,M&T/select_billiards/example73,C1_qwen_guided_condition_failure,R3_MO,C3_entity_mapping_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\M&T\select_billiards\example73,2026-06-11 18:00:24
68,M&T/select_billiards/example78,C1_qwen_guided_condition_failure,R3_MO,C3_entity_mapping_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\M&T\select_billiards\example78,2026-06-11 18:00:24
69,M&T/select_billiards/example83,C1_qwen_guided_condition_failure,R3_MO,C1_qwen_guided_condition_failure,completed,False,0.5,22.088746547698975,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\M&T\select_billiards\example83,2026-06-11 18:00:47
70,M&T/select_billiards/example90,C1_qwen_guided_condition_failure,R3_MO,C1_qwen_guided_condition_failure,completed,False,0.5,34.52005457878113,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\M&T\select_billiards\example90,2026-06-11 18:01:23
71,M&T/select_billiards/example91,C1_qwen_guided_condition_failure,R3_MO,C0_qwen_guided_success,completed,True,1.0,35.256123542785645,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\M&T\select_billiards\example91,2026-06-11 18:02:00
72,M&T/select_book/example45,C1_qwen_guided_condition_failure,R3_MO,C0_qwen_guided_success,completed,True,1.0,25.877413988113403,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\M&T\select_book\example45,2026-06-11 18:02:27
73,M&T/select_book/example5,C1_qwen_guided_condition_failure,R3_MO,C1_qwen_guided_condition_failure,completed,False,0.5,30.191861867904663,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\M&T\select_book\example5,2026-06-11 18:02:59
74,M&T/select_book/example79,C1_qwen_guided_condition_failure,R3_MO,C0_qwen_guided_success,completed,True,1.0,26.605587244033813,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\M&T\select_book\example79,2026-06-11 18:03:27
75,M&T/select_book/example83,C1_qwen_guided_condition_failure,R3_MO,C0_qwen_guided_success,completed,True,1.0,27.14468502998352,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\M&T\select_book\example83,2026-06-11 18:03:55
76,M&T/select_book/example90,C1_qwen_guided_condition_failure,R3_MO,C1_qwen_guided_condition_failure,completed,False,0.0,34.50080132484436,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\M&T\select_book\example90,2026-06-11 18:04:31
77,M&T/select_book/example94,C1_qwen_guided_condition_failure,R3_MO,C0_qwen_guided_success,completed,True,1.0,28.271202325820923,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\M&T\select_book\example94,2026-06-11 18:05:01
78,M&T/select_book/example96,C1_qwen_guided_condition_failure,R3_MO,C3_entity_mapping_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\M&T\select_book\example96,2026-06-11 18:05:01
79,M&T/select_chemistry_tube/example55,C1_qwen_guided_condition_failure,R3_MO,C2_qwen_conversion_failure,not_run_conversion_failed,,,,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\M&T\select_chemistry_tube\example55,2026-06-11 18:05:01
80,M&T/select_chemistry_tube/example69,C1_qwen_guided_condition_failure,R3_MO,C1_qwen_guided_condition_failure,completed,False,0.5,29.563671350479126,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\M&T\select_chemistry_tube\example69,2026-06-11 18:05:32
81,M&T/select_chemistry_tube/example75,C1_qwen_guided_condition_failure,R3_MO,C1_qwen_guided_condition_failure,completed,False,0.5,28.467113971710205,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\M&T\select_chemistry_tube\example75,2026-06-11 18:06:02
82,M&T/select_chemistry_tube/example79,C1_qwen_guided_condition_failure,R3_MO,C1_qwen_guided_condition_failure,completed,False,0.0,27.656813144683838,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\M&T\select_chemistry_tube\example79,2026-06-11 18:06:31
83,M&T/select_drink/example39,C1_qwen_guided_condition_failure,R3_MO,C0_qwen_guided_success,completed,True,1.0,28.75545859336853,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\M&T\select_drink\example39,2026-06-11 18:07:01
84,M&T/select_drink/example52,C1_qwen_guided_condition_failure,R3_MO,C1_qwen_guided_condition_failure,completed,False,0.5,34.58797574043274,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\M&T\select_drink\example52,2026-06-11 18:07:37
85,M&T/select_drink/example8,C1_qwen_guided_condition_failure,R3_MO,C1_qwen_guided_condition_failure,completed,False,0.5,33.08370757102966,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\M&T\select_drink\example8,2026-06-11 18:08:12
86,M&T/select_fruit/example1,C1_qwen_guided_condition_failure,R3_MO,C1_qwen_guided_condition_failure,completed,False,0.5,45.5198233127594,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\M&T\select_fruit\example1,2026-06-11 18:08:59
87,M&T/select_fruit/example2,C1_qwen_guided_condition_failure,R3_MO,C1_qwen_guided_condition_failure,completed,False,0.5,36.347041606903076,<EXPERIMENT_ARCHIVE>\silver_track_d_metadata_control_ablation_300_20260611\ablation_300_metadata_controls\data\M&T\select_fruit\example2,2026-06-11 18:09:36
