ablation_index,sample_id,track_c_status,variant,schema_valid,parse_error,conversion_ok,conversion_errors,skill_sequence,status,updated_at
19,CommenSence/select_drink_common_sense/example67,C1_qwen_guided_condition_failure,R2,True,,True,,pick>place,completed,2026-05-31 17:21:10
20,CommenSence/select_drink_common_sense/example95,C1_qwen_guided_condition_failure,R2,False,,False,sequence_missing_or_empty,,completed,2026-05-31 17:21:11
21,CommenSence/select_drink_common_sense/example96,C1_qwen_guided_condition_failure,R2,True,,False,step0:unmapped_component:ssips,pick>place,completed,2026-05-31 17:21:12
22,CommenSence/select_fruit_common_sense/example3,C1_qwen_guided_condition_failure,R2,True,,True,,pick>place,completed,2026-05-31 17:21:14
23,CommenSence/select_fruit_common_sense/example30,C1_qwen_guided_condition_failure,R2,True,,True,,pick>place,completed,2026-05-31 17:21:15
24,CommenSence/select_fruit_common_sense/example32,C1_qwen_guided_condition_failure,R2,True,,True,,pick>place,completed,2026-05-31 17:21:16
25,CommenSence/select_fruit_common_sense/example93,C1_qwen_guided_condition_failure,R2,True,,True,,pick>place,completed,2026-05-31 17:21:18
26,CommenSence/select_nth_largest_poker/example16,C1_qwen_guided_condition_failure,R2,True,,True,,pick>place,completed,2026-05-31 17:21:19
27,CommenSence/select_nth_largest_poker/example22,C1_qwen_guided_condition_failure,R2,True,,True,,pick>place,completed,2026-05-31 17:21:21
28,CommenSence/select_nth_largest_poker/example24,C1_qwen_guided_condition_failure,R2,False,,False,sequence_missing_or_empty,,completed,2026-05-31 17:21:22
29,CommenSence/select_nth_largest_poker/example27,C1_qwen_guided_condition_failure,R2,False,,False,sequence_missing_or_empty,,completed,2026-05-31 17:21:24
30,CommenSence/select_nth_largest_poker/example30,C1_qwen_guided_condition_failure,R2,True,,True,,pick>place,completed,2026-05-31 17:21:25
31,CommenSence/select_nth_largest_poker/example48,C1_qwen_guided_condition_failure,R2,False,,False,sequence_missing_or_empty,,completed,2026-05-31 17:21:27
32,CommenSence/select_nth_largest_poker/example54,C1_qwen_guided_condition_failure,R2,True,,True,,pick>place,completed,2026-05-31 17:21:29
33,CommenSence/select_nth_largest_poker/example65,C1_qwen_guided_condition_failure,R2,True,,True,,pick>place,completed,2026-05-31 17:21:31
34,CommenSence/select_nth_largest_poker/example66,C1_qwen_guided_condition_failure,R2,True,,True,,pick>place,completed,2026-05-31 17:21:33
35,CommenSence/select_nth_largest_poker/example68,C1_qwen_guided_condition_failure,R2,True,,True,,pick>place,completed,2026-05-31 17:21:35
36,CommenSence/select_nth_largest_poker/example76,C1_qwen_guided_condition_failure,R2,True,,False,step0:unmapped_component:7,pick>place,completed,2026-05-31 17:21:36
37,CommenSence/select_nth_largest_poker/example83,C1_qwen_guided_condition_failure,R2,False,,False,sequence_missing_or_empty,,completed,2026-05-31 17:21:38
38,CommenSence/select_nth_largest_poker/example85,C1_qwen_guided_condition_failure,R2,True,,True,,pick>place,completed,2026-05-31 17:21:40
39,CommenSence/select_nth_largest_poker/example92,C1_qwen_guided_condition_failure,R2,True,,True,,pick>place,completed,2026-05-31 17:21:42
40,CommenSence/select_nth_largest_poker/example95,C1_qwen_guided_condition_failure,R2,True,,True,,pick>place,completed,2026-05-31 17:21:44
41,CommenSence/select_nth_largest_poker/example96,C1_qwen_guided_condition_failure,R2,True,,True,,pick>place,completed,2026-05-31 17:21:46
42,CommenSence/select_toy_common_sense/example13,C1_qwen_guided_condition_failure,R2,True,,True,,pick>place,completed,2026-05-31 17:21:49
43,M&T/add_condiment/example54,C1_qwen_guided_condition_failure,R2,True,,True,,pick>place,completed,2026-05-31 17:21:51
44,M&T/insert_flower/example1,C1_qwen_guided_condition_failure,R2,True,,True,,insert,completed,2026-05-31 17:21:54
45,M&T/insert_flower/example14,C1_qwen_guided_condition_failure,R2,True,,True,,pick>insert,completed,2026-05-31 17:21:56
46,M&T/insert_flower/example24,C1_qwen_guided_condition_failure,R2,True,,True,,pick>insert,completed,2026-05-31 17:21:58
47,M&T/insert_flower/example50,C1_qwen_guided_condition_failure,R2,True,,True,,pick>insert,completed,2026-05-31 17:22:01
48,M&T/insert_flower/example51,C1_qwen_guided_condition_failure,R2,True,,True,,pick>insert,completed,2026-05-31 17:22:03
49,M&T/insert_flower/example93,C1_qwen_guided_condition_failure,R2,True,,True,,pick>insert,completed,2026-05-31 17:22:05
50,M&T/select_billiards/example1,C1_qwen_guided_condition_failure,R2,True,,True,,pick>place,completed,2026-05-31 17:22:07
51,M&T/select_billiards/example15,C1_qwen_guided_condition_failure,R2,True,,True,,pick>place,completed,2026-05-31 17:22:09
52,M&T/select_billiards/example17,C1_qwen_guided_condition_failure,R2,True,,False,step1:unmapped_component:hole_0,pick>insert,completed,2026-05-31 17:22:11
53,M&T/select_billiards/example18,C1_qwen_guided_condition_failure,R2,True,,True,,pick>place,completed,2026-05-31 17:22:14
54,M&T/select_billiards/example2,C1_qwen_guided_condition_failure,R2,True,,True,,pick>place,completed,2026-05-31 17:22:16
55,M&T/select_billiards/example22,C1_qwen_guided_condition_failure,R2,True,,True,,pick>insert,completed,2026-05-31 17:22:18
56,M&T/select_billiards/example26,C1_qwen_guided_condition_failure,R2,True,,False,step1:unmapped_component:hole_0,pick>insert,completed,2026-05-31 17:22:20
57,M&T/select_billiards/example3,C1_qwen_guided_condition_failure,R2,True,,False,step1:unmapped_component:hole,pick>place,completed,2026-05-31 17:22:21
58,M&T/select_billiards/example31,C1_qwen_guided_condition_failure,R2,True,,False,step1:unmapped_component:hole_0,pick>insert,completed,2026-05-31 17:22:23
59,M&T/select_billiards/example35,C1_qwen_guided_condition_failure,R2,True,,True,,pick>place,completed,2026-05-31 17:22:25
60,M&T/select_billiards/example36,C1_qwen_guided_condition_failure,R2,True,,True,,pick>place,completed,2026-05-31 17:22:27
61,M&T/select_billiards/example39,C1_qwen_guided_condition_failure,R2,True,,False,step1:unmapped_component:hole_1,pick>place,completed,2026-05-31 17:22:29
62,M&T/select_billiards/example44,C1_qwen_guided_condition_failure,R2,True,,False,step1:unmapped_component:hole_1,pick>place,completed,2026-05-31 17:22:30
63,M&T/select_billiards/example48,C1_qwen_guided_condition_failure,R2,True,,True,,pick>insert,completed,2026-05-31 17:22:32
64,M&T/select_billiards/example57,C1_qwen_guided_condition_failure,R2,True,,False,step1:unmapped_component:hole_1,pick>place,completed,2026-05-31 17:22:34
65,M&T/select_billiards/example59,C1_qwen_guided_condition_failure,R2,True,,True,,pick>place,completed,2026-05-31 17:22:35
66,M&T/select_billiards/example71,C1_qwen_guided_condition_failure,R2,True,,False,step1:unmapped_component:hole_1,pick>place,completed,2026-05-31 17:22:37
67,M&T/select_billiards/example73,C1_qwen_guided_condition_failure,R2,True,,False,step1:unmapped_component:hole_1,pick>place,completed,2026-05-31 17:22:39
68,M&T/select_billiards/example78,C1_qwen_guided_condition_failure,R2,True,,True,,pick>place,completed,2026-05-31 17:22:40
69,M&T/select_billiards/example83,C1_qwen_guided_condition_failure,R2,True,,False,step1:unmapped_component:hole_1,pick>place,completed,2026-05-31 17:22:42
70,M&T/select_billiards/example90,C1_qwen_guided_condition_failure,R2,True,,False,step1:unmapped_component:hole_1,pick>insert,completed,2026-05-31 17:22:43
71,M&T/select_billiards/example91,C1_qwen_guided_condition_failure,R2,True,,False,step1:unmapped_component:hole_1,pick>place,completed,2026-05-31 17:22:45
72,M&T/select_book/example45,C1_qwen_guided_condition_failure,R2,True,,True,,pick>place,completed,2026-05-31 17:22:46
73,M&T/select_book/example5,C1_qwen_guided_condition_failure,R2,True,,True,,pick>place,completed,2026-05-31 17:22:48
74,M&T/select_book/example79,C1_qwen_guided_condition_failure,R2,True,,True,,pick>place,completed,2026-05-31 17:22:49
75,M&T/select_book/example83,C1_qwen_guided_condition_failure,R2,True,,True,,pick>place,completed,2026-05-31 17:22:51
76,M&T/select_book/example90,C1_qwen_guided_condition_failure,R2,False,,False,sequence_missing_or_empty,,completed,2026-05-31 17:22:52
77,M&T/select_book/example94,C1_qwen_guided_condition_failure,R2,True,,True,,pick>place,completed,2026-05-31 17:22:53
78,M&T/select_book/example96,C1_qwen_guided_condition_failure,R2,True,,False,step0:unmapped_component:fundamentals_of_molecular_biology,pick>place,completed,2026-05-31 17:22:55
79,M&T/select_chemistry_tube/example55,C1_qwen_guided_condition_failure,R2,True,,True,,pick>place,completed,2026-05-31 17:22:56
80,M&T/select_chemistry_tube/example69,C1_qwen_guided_condition_failure,R2,True,,True,,pick>place,completed,2026-05-31 17:22:58
81,M&T/select_chemistry_tube/example75,C1_qwen_guided_condition_failure,R2,True,,True,,pick>place,completed,2026-05-31 17:22:59
82,M&T/select_chemistry_tube/example79,C1_qwen_guided_condition_failure,R2,True,,True,,pick>place,completed,2026-05-31 17:23:00
83,M&T/select_drink/example39,C1_qwen_guided_condition_failure,R2,True,,True,,pick>place,completed,2026-05-31 17:23:02
84,M&T/select_drink/example52,C1_qwen_guided_condition_failure,R2,True,,True,,pick>place,completed,2026-05-31 17:23:03
85,M&T/select_drink/example8,C1_qwen_guided_condition_failure,R2,True,,True,,pick>place,completed,2026-05-31 17:23:06
86,M&T/select_fruit/example1,C1_qwen_guided_condition_failure,R2,True,,True,,pick>place,completed,2026-05-31 17:23:07
87,M&T/select_fruit/example2,C1_qwen_guided_condition_failure,R2,True,,True,,pick>place,completed,2026-05-31 17:23:09
88,M&T/select_fruit/example47,C1_qwen_guided_condition_failure,R2,True,,True,,pick>place,completed,2026-05-31 17:23:11
89,M&T/select_fruit/example50,C1_qwen_guided_condition_failure,R2,True,,True,,pick>place,completed,2026-05-31 17:23:13
90,M&T/select_fruit/example91,C1_qwen_guided_condition_failure,R2,True,,True,,pick>place,completed,2026-05-31 17:23:14
91,M&T/select_poker/example25,C1_qwen_guided_condition_failure,R2,True,,True,,pick,completed,2026-05-31 17:23:16
92,M&T/select_poker/example36,C1_qwen_guided_condition_failure,R2,True,,True,,pick>place,completed,2026-05-31 17:23:18
93,M&T/select_poker/example78,C1_qwen_guided_condition_failure,R2,True,,True,,pick,completed,2026-05-31 17:23:19
94,M&T/select_poker/example95,C1_qwen_guided_condition_failure,R2,True,,True,,pick,completed,2026-05-31 17:23:20
95,Semantic/insert_flower_semantic/example70,C1_qwen_guided_condition_failure,R2,True,,True,,pick>place,completed,2026-05-31 17:23:22
96,Semantic/select_book_semantic/example14,C1_qwen_guided_condition_failure,R2,True,,False,step0:unmapped_component:fundamentals_of_molecular_biology,pick>place,completed,2026-05-31 17:23:24
97,Semantic/select_book_semantic/example30,C1_qwen_guided_condition_failure,R2,True,,True,,pick>place,completed,2026-05-31 17:23:26
98,Semantic/select_book_semantic/example39,C1_qwen_guided_condition_failure,R2,True,,True,,pick>place,completed,2026-05-31 17:23:27
99,Semantic/select_book_semantic/example42,C1_qwen_guided_condition_failure,R2,True,,True,,pick>place,completed,2026-05-31 17:23:29
100,Semantic/select_book_semantic/example53,C1_qwen_guided_condition_failure,R2,True,,True,,pick>place,completed,2026-05-31 17:23:30
101,Semantic/select_book_semantic/example62,C1_qwen_guided_condition_failure,R2,True,,True,,pick>place,completed,2026-05-31 17:23:32
102,Semantic/select_book_semantic/example67,C1_qwen_guided_condition_failure,R2,True,,True,,pick>place,completed,2026-05-31 17:23:34
103,Semantic/select_book_semantic/example78,C1_qwen_guided_condition_failure,R2,True,,True,,pick>place,completed,2026-05-31 17:23:35
104,Semantic/select_book_semantic/example83,C1_qwen_guided_condition_failure,R2,True,,False,step1:unmapped_component:user_hand,pick>place,completed,2026-05-31 17:23:37
105,Semantic/select_book_semantic/example94,C1_qwen_guided_condition_failure,R2,True,,True,,pick>place,completed,2026-05-31 17:23:38
106,Semantic/select_book_semantic/example96,C1_qwen_guided_condition_failure,R2,True,,False,step0:unmapped_component:fundamentals_of_molecular_biology,pick>place,completed,2026-05-31 17:23:40
107,Semantic/select_chemistry_tube_semantic/example5,C1_qwen_guided_condition_failure,R2,True,,True,,pick>place,completed,2026-05-31 17:23:42
108,Semantic/select_chemistry_tube_semantic/example78,C1_qwen_guided_condition_failure,R2,True,,True,,pick>place,completed,2026-05-31 17:23:44
109,Semantic/select_drink_semantic/example13,C1_qwen_guided_condition_failure,R2,True,,False,step0:unmapped_component:pepsi_can,pick>place,completed,2026-05-31 17:23:45
110,Semantic/select_drink_semantic/example42,C1_qwen_guided_condition_failure,R2,True,,True,,pick>place,completed,2026-05-31 17:23:47
111,Semantic/select_drink_semantic/example55,C1_qwen_guided_condition_failure,R2,True,,True,,pick>place,completed,2026-05-31 17:23:48
112,Semantic/select_drink_semantic/example64,C1_qwen_guided_condition_failure,R2,True,,False,step0:unmapped_component:pepsi,pick>place,completed,2026-05-31 17:23:50
113,Semantic/select_drink_semantic/example70,C1_qwen_guided_condition_failure,R2,True,,True,,pick>place,completed,2026-05-31 17:23:51
114,Semantic/select_drink_semantic/example93,C1_qwen_guided_condition_failure,R2,True,,True,,pick>place,completed,2026-05-31 17:23:53
115,Semantic/select_drink_semantic/example95,C1_qwen_guided_condition_failure,R2,True,,False,step0:unmapped_component:pepsi,pick>place,completed,2026-05-31 17:23:54
116,Semantic/select_fruit_semantic/example37,C1_qwen_guided_condition_failure,R2,True,,True,,pick>place,completed,2026-05-31 17:23:56
117,Semantic/select_poker_semantic/example12,C1_qwen_guided_condition_failure,R2,True,,True,,pick>place,completed,2026-05-31 17:23:58
118,Semantic/select_poker_semantic/example16,C1_qwen_guided_condition_failure,R2,True,,True,,pick>place,completed,2026-05-31 17:24:00
119,Semantic/select_poker_semantic/example18,C1_qwen_guided_condition_failure,R2,True,,True,,pick>place,completed,2026-05-31 17:24:02
120,Semantic/select_poker_semantic/example36,C1_qwen_guided_condition_failure,R2,True,,True,,pick>place,completed,2026-05-31 17:24:03
121,Semantic/select_poker_semantic/example46,C1_qwen_guided_condition_failure,R2,True,,True,,pick>place,completed,2026-05-31 17:24:06
122,Semantic/select_poker_semantic/example47,C1_qwen_guided_condition_failure,R2,False,,False,sequence_missing_or_empty,,completed,2026-05-31 17:24:07
123,Semantic/select_poker_semantic/example62,C1_qwen_guided_condition_failure,R2,True,,False,step1:unmapped_component:Sarah's hand,pick>place,completed,2026-05-31 17:24:09
124,Semantic/select_poker_semantic/example65,C1_qwen_guided_condition_failure,R2,False,,False,sequence_missing_or_empty,,completed,2026-05-31 17:24:11
125,Semantic/select_poker_semantic/example70,C1_qwen_guided_condition_failure,R2,True,,True,,pick,completed,2026-05-31 17:24:14
126,Semantic/select_poker_semantic/example72,C1_qwen_guided_condition_failure,R2,False,,False,sequence_missing_or_empty,,completed,2026-05-31 17:24:16
127,Semantic/select_poker_semantic/example73,C1_qwen_guided_condition_failure,R2,True,,True,,pick>place,completed,2026-05-31 17:24:18
128,Semantic/select_poker_semantic/example82,C1_qwen_guided_condition_failure,R2,True,,True,,pick>place,completed,2026-05-31 17:24:20
129,Semantic/select_poker_semantic/example83,C1_qwen_guided_condition_failure,R2,True,,True,,pick>place,completed,2026-05-31 17:24:23
130,Semantic/select_poker_semantic/example91,C1_qwen_guided_condition_failure,R2,True,,True,,pick>place,completed,2026-05-31 17:24:25
131,Semantic/select_poker_semantic/example92,C1_qwen_guided_condition_failure,R2,True,,True,,pick>place,completed,2026-05-31 17:24:28
132,Semantic/select_toy_semantic/example42,C1_qwen_guided_condition_failure,R2,True,,True,,pick>place,completed,2026-05-31 17:24:30
133,Semantic/select_toy_semantic/example84,C1_qwen_guided_condition_failure,R2,True,,True,,pick>place,completed,2026-05-31 17:24:32
134,Semantic/select_toy_semantic/example91,C1_qwen_guided_condition_failure,R2,True,,True,,pick>place,completed,2026-05-31 17:24:34
135,Spatial/insert_bloom_flower/example29,C1_qwen_guided_condition_failure,R2,True,,True,,pick>insert,completed,2026-05-31 17:24:36
136,Spatial/insert_bloom_flower/example39,C1_qwen_guided_condition_failure,R2,True,,True,,pick>insert,completed,2026-05-31 17:24:38
137,Spatial/insert_bloom_flower/example40,C1_qwen_guided_condition_failure,R2,True,,True,,pick>insert,completed,2026-05-31 17:24:40
138,Spatial/insert_bloom_flower/example60,C1_qwen_guided_condition_failure,R2,True,,True,,pick>insert,completed,2026-05-31 17:24:42
139,Spatial/insert_bloom_flower/example68,C1_qwen_guided_condition_failure,R2,True,,True,,pick>insert,completed,2026-05-31 17:24:44
140,Spatial/select_billiards_spatial/example1,C1_qwen_guided_condition_failure,R2,True,,False,step1:unmapped_component:container_right_2,pick>place,completed,2026-05-31 17:24:45
141,Spatial/select_billiards_spatial/example28,C1_qwen_guided_condition_failure,R2,True,,False,step1:unmapped_component:container_right_2,pick>place,completed,2026-05-31 17:24:46
142,Spatial/select_billiards_spatial/example4,C1_qwen_guided_condition_failure,R2,True,,False,step1:unmapped_component:container_right_1,pick>place,completed,2026-05-31 17:24:48
143,Spatial/select_billiards_spatial/example44,C1_qwen_guided_condition_failure,R2,True,,False,step1:unmapped_component:container_right_1,pick>place,completed,2026-05-31 17:24:49
144,Spatial/select_billiards_spatial/example50,C1_qwen_guided_condition_failure,R2,True,,False,step1:unmapped_component:container_right_1,pick>place,completed,2026-05-31 17:24:51
145,Spatial/select_billiards_spatial/example85,C1_qwen_guided_condition_failure,R2,True,,False,step1:unmapped_component:container_right_1,pick>place,completed,2026-05-31 17:24:53
146,Spatial/select_billiards_spatial/example89,C1_qwen_guided_condition_failure,R2,True,,False,step1:unmapped_component:container_right_1,pick>place,completed,2026-05-31 17:24:54
147,Spatial/select_book_spatial/example0,C1_qwen_guided_condition_failure,R2,True,,True,,pick>place,completed,2026-05-31 17:24:56
148,Spatial/select_book_spatial/example13,C1_qwen_guided_condition_failure,R2,True,,True,,pick>place,completed,2026-05-31 17:24:58
149,Spatial/select_book_spatial/example24,C1_qwen_guided_condition_failure,R2,True,,True,,pick>place,completed,2026-05-31 17:25:00
150,Spatial/select_book_spatial/example30,C1_qwen_guided_condition_failure,R2,True,,True,,pick>place,completed,2026-05-31 17:25:02
151,Spatial/select_book_spatial/example33,C1_qwen_guided_condition_failure,R2,True,,True,,pick>place,completed,2026-05-31 17:25:05
152,Spatial/select_book_spatial/example34,C1_qwen_guided_condition_failure,R2,True,,True,,pick>place,completed,2026-05-31 17:25:07
153,Spatial/select_book_spatial/example47,C1_qwen_guided_condition_failure,R2,True,,True,,pick>place,completed,2026-05-31 17:25:09
154,Spatial/select_book_spatial/example59,C1_qwen_guided_condition_failure,R2,True,,True,,pick>place,completed,2026-05-31 17:25:11
155,Spatial/select_book_spatial/example61,C1_qwen_guided_condition_failure,R2,True,,True,,pick>place,completed,2026-05-31 17:25:14
156,Spatial/select_book_spatial/example72,C1_qwen_guided_condition_failure,R2,True,,True,,pick>place,completed,2026-05-31 17:25:16
157,Spatial/select_book_spatial/example8,C1_qwen_guided_condition_failure,R2,True,,True,,pick>place,completed,2026-05-31 17:25:18
158,Spatial/select_book_spatial/example81,C1_qwen_guided_condition_failure,R2,True,,True,,pick>place,completed,2026-05-31 17:25:20
159,Spatial/select_book_spatial/example85,C1_qwen_guided_condition_failure,R2,True,,True,,pick>place,completed,2026-05-31 17:25:22
160,Spatial/select_book_spatial/example89,C1_qwen_guided_condition_failure,R2,True,,True,,pick>place,completed,2026-05-31 17:25:24
161,Spatial/select_chemistry_tube_spatial/example14,C1_qwen_guided_condition_failure,R2,True,,True,,pick>place,completed,2026-05-31 17:25:27
162,Spatial/select_chemistry_tube_spatial/example16,C1_qwen_guided_condition_failure,R2,True,,True,,pick>place,completed,2026-05-31 17:25:29
163,Spatial/select_chemistry_tube_spatial/example20,C1_qwen_guided_condition_failure,R2,True,,True,,pick,completed,2026-05-31 17:25:31
164,Spatial/select_chemistry_tube_spatial/example24,C1_qwen_guided_condition_failure,R2,True,,True,,pick>place,completed,2026-05-31 17:25:33
165,Spatial/select_chemistry_tube_spatial/example26,C1_qwen_guided_condition_failure,R2,True,,True,,pick>place,completed,2026-05-31 17:25:35
166,Spatial/select_chemistry_tube_spatial/example29,C1_qwen_guided_condition_failure,R2,True,,True,,pick>place,completed,2026-05-31 17:25:37
167,Spatial/select_chemistry_tube_spatial/example31,C1_qwen_guided_condition_failure,R2,True,,True,,pick>place,completed,2026-05-31 17:25:39
168,Spatial/select_chemistry_tube_spatial/example33,C1_qwen_guided_condition_failure,R2,True,,True,,pick>place,completed,2026-05-31 17:25:40
169,Spatial/select_chemistry_tube_spatial/example35,C1_qwen_guided_condition_failure,R2,True,,True,,pick>place,completed,2026-05-31 17:25:42
170,Spatial/select_chemistry_tube_spatial/example38,C1_qwen_guided_condition_failure,R2,True,,True,,pick>place,completed,2026-05-31 17:25:44
171,Spatial/select_chemistry_tube_spatial/example45,C1_qwen_guided_condition_failure,R2,True,,True,,pick,completed,2026-05-31 17:25:45
172,Spatial/select_chemistry_tube_spatial/example52,C1_qwen_guided_condition_failure,R2,True,,True,,pick>place,completed,2026-05-31 17:25:46
173,Spatial/select_chemistry_tube_spatial/example53,C1_qwen_guided_condition_failure,R2,True,,True,,pick>place,completed,2026-05-31 17:25:48
174,Spatial/select_chemistry_tube_spatial/example55,C1_qwen_guided_condition_failure,R2,True,,True,,pick>place,completed,2026-05-31 17:25:49
175,Spatial/select_chemistry_tube_spatial/example60,C1_qwen_guided_condition_failure,R2,True,,True,,pick>place,completed,2026-05-31 17:25:50
176,Spatial/select_chemistry_tube_spatial/example63,C1_qwen_guided_condition_failure,R2,True,,True,,pick>place,completed,2026-05-31 17:25:52
177,Spatial/select_chemistry_tube_spatial/example64,C1_qwen_guided_condition_failure,R2,True,,True,,pick>place,completed,2026-05-31 17:25:53
178,Spatial/select_chemistry_tube_spatial/example68,C1_qwen_guided_condition_failure,R2,True,,True,,pick,completed,2026-05-31 17:25:55
179,Spatial/select_chemistry_tube_spatial/example70,C1_qwen_guided_condition_failure,R2,True,,True,,pick>place,completed,2026-05-31 17:25:56
180,Spatial/select_chemistry_tube_spatial/example79,C1_qwen_guided_condition_failure,R2,True,,True,,pick>place,completed,2026-05-31 17:25:58
181,Spatial/select_chemistry_tube_spatial/example80,C1_qwen_guided_condition_failure,R2,True,,True,,pick>place,completed,2026-05-31 17:25:59
182,Spatial/select_chemistry_tube_spatial/example82,C1_qwen_guided_condition_failure,R2,True,,True,,pick>place,completed,2026-05-31 17:26:00
183,Spatial/select_chemistry_tube_spatial/example94,C1_qwen_guided_condition_failure,R2,True,,True,,pick>place,completed,2026-05-31 17:26:02
184,Spatial/select_chemistry_tube_spatial/example97,C1_qwen_guided_condition_failure,R2,True,,True,,pick>place,completed,2026-05-31 17:26:04
185,Spatial/select_poker_spatial/example10,C1_qwen_guided_condition_failure,R2,True,,True,,pick>place,completed,2026-05-31 17:26:06
186,Spatial/select_poker_spatial/example18,C1_qwen_guided_condition_failure,R2,True,,True,,pick>place,completed,2026-05-31 17:26:07
187,Spatial/select_poker_spatial/example2,C1_qwen_guided_condition_failure,R2,True,,True,,pick>place,completed,2026-05-31 17:26:09
188,Spatial/select_poker_spatial/example33,C1_qwen_guided_condition_failure,R2,True,,True,,pick>place,completed,2026-05-31 17:26:11
189,Spatial/select_poker_spatial/example40,C1_qwen_guided_condition_failure,R2,True,,True,,pick>place,completed,2026-05-31 17:26:13
190,Spatial/select_poker_spatial/example49,C1_qwen_guided_condition_failure,R2,True,,True,,pick>place,completed,2026-05-31 17:26:15
191,Spatial/select_poker_spatial/example66,C1_qwen_guided_condition_failure,R2,True,,False,step0:unmapped_component:ace_of_spades,pick>place,completed,2026-05-31 17:26:17
192,Spatial/select_poker_spatial/example79,C1_qwen_guided_condition_failure,R2,True,,True,,pick>place,completed,2026-05-31 17:26:19
193,Spatial/select_poker_spatial/example8,C1_qwen_guided_condition_failure,R2,True,,True,,pick>place,completed,2026-05-31 17:26:21
194,Spatial/select_poker_spatial/example89,C1_qwen_guided_condition_failure,R2,True,,True,,pick>place,completed,2026-05-31 17:26:23
195,Spatial/select_poker_spatial/example93,C1_qwen_guided_condition_failure,R2,True,,True,,pick>place,completed,2026-05-31 17:26:25
196,Spatial/select_poker_spatial/example97,C1_qwen_guided_condition_failure,R2,True,,True,,pick>place,completed,2026-05-31 17:26:27
197,Spatial/select_poker_spatial/example98,C1_qwen_guided_condition_failure,R2,True,,True,,pick>place,completed,2026-05-31 17:26:30
198,Spatial/select_toy_spatial/example13,C1_qwen_guided_condition_failure,R2,True,,False,step1:unmapped_component:farthest_giftbox_on_left,pick>place,completed,2026-05-31 17:26:32
199,Spatial/select_toy_spatial/example14,C1_qwen_guided_condition_failure,R2,True,,False,step0:unmapped_component:yoda;step1:unmapped_component:giftbox_0,pick>place,completed,2026-05-31 17:26:34
200,Spatial/select_toy_spatial/example23,C1_qwen_guided_condition_failure,R2,True,,False,step1:unmapped_component:farthest_giftbox_on_right,pick>place,completed,2026-05-31 17:26:36
201,Spatial/select_toy_spatial/example3,C1_qwen_guided_condition_failure,R2,True,,False,step1:unmapped_component:farthest_giftbox_on_right,pick>place,completed,2026-05-31 17:26:38
202,Spatial/select_toy_spatial/example33,C1_qwen_guided_condition_failure,R2,True,,False,step1:unmapped_component:farthest giftbox on the left,pick>place,completed,2026-05-31 17:26:40
